,State,PostalCode,Longitude,Latitude
14123,AK,99654,-149.44,61.58
14126,WA,98837,-119.25,47.1
14127,CA,90035,-118.38,34.05
14129,CA,92081,-117.23,33.13
14130,WA,98029,-122.0,47.57
14131,IN,46311,-87.51,41.49
14132,NY,11217,-73.98,40.68
14134,AR,72401,-90.67,35.82
14135,MD,21117,-76.81,39.41
14138,IL,60603,-87.63,41.88
14143,CA,95358,-120.99,37.59
14144,IL,60654,-87.63,41.89
14145,CO,80634,-104.75,40.4
14146,AZ,86442,-114.59,35.12
14149,WA,99301,-119.19,46.27
14151,NC,28562,-77.1,35.1
14152,TX,77069,-95.53,29.97
14155,HI,96734,-157.74,21.39
14156,IL,60123,-88.34,42.09
14157,MI,48346,-83.38,42.73
14158,UT,84501,-110.82,39.6
14161,IL,60073,-88.06,42.38
14162,OH,43054,-82.83,40.09
14163,CA,95242,-121.31,38.12
14166,MO,65806,-93.29,37.21
14167,AZ,85212,-111.69,33.32
14168,CA,91731,-118.02,34.07
14169,OH,44515,-80.77,41.12
14171,CA,90069,-118.37,34.1
14172,OH,43612,-83.56,41.72
14173,CA,94621,-122.2,37.74
14174,CA,91007,-118.05,34.13
14176,CA,95678,-121.27,38.77
14177,WA,98029,-122.02,47.54
14178,TX,78201,-98.53,29.48
14180,NY,10019,-73.98,40.76
14181,CA,90503,-118.36,33.84
14183,NY,11782,-73.08,40.74
14184,CA,92227,-115.55,32.98
14188,CA,95660,-121.38,38.66
14190,PA,19609,-76.0,40.34
14191,CT,06103,-72.68,41.77
14192,CA,90222,-118.26,33.9
14195,MI,48092,-83.05,42.51
14198,CA,90601,-118.06,34.0
14199,AZ,86001,-111.66,35.19
14202,OR,97015,-122.54,45.43
14205,CO,80204,-105.0,39.74
14206,CA,92009,-117.27,33.1
14209,TN,37130,-86.35,35.83
14211,CA,94111,-122.39,37.8
14213,CA,90028,-118.34,34.1
14214,CA,91730,-117.57,34.11
14215,NY,10512,-73.67,41.41
14216,OR,97005,-122.79,45.49
14218,CA,90245,-118.38,33.92
14219,CA,92627,-117.9,33.66
14222,AZ,86305,-112.48,34.55
14223,FL,34668,-82.71,28.29
14224,IL,60107,-88.2,42.02
14225,CA,94536,-122.03,37.57
14226,IA,50310,-93.7,41.63
14228,NY,10028,-73.95,40.77
14230,TX,77032,-95.35,29.99
14232,OR,97124,-122.96,45.53
14233,NY,12065,-73.78,42.86
14234,MD,21703,-77.44,39.42
14235,DC,20004,-77.03,38.9
14241,FL,32839,-81.43,28.49
14242,FL,32563,-87.07,30.39
14247,WA,98366,-122.63,47.5
14249,UT,84095,-111.98,40.54
14250,NY,10023,-73.98,40.77
14255,KY,40502,-84.49,38.03
14256,OH,45150,-84.23,39.2
14257,MN,55402,-93.27,44.98
14258,CO,80228,-105.15,39.7
14264,IL,60148,-88.02,41.86
14265,NV,89109,-115.17,36.11
14266,SC,29063,-81.19,34.09
14267,PA,19104,-75.2,39.95
14268,NY,12804,-73.67,43.33
14270,VA,22304,-77.13,38.8
14274,PA,19053,-74.96,40.14
14279,DC,20005,-77.03,38.91
14281,CO,81435,-107.85,37.93
14282,HI,96732,-156.45,20.89
14283,IL,60062,-87.8,42.15
14286,IA,50131,-93.7,41.66
14289,FL,32931,-80.61,28.36
14291,TX,75075,-96.71,33.02
14292,NC,28152,-81.57,35.29
14293,MD,20832,-77.06,39.15
14295,OR,97229,-122.81,45.53
14297,OR,97071,-122.83,45.15
14299,MI,48044,-82.91,42.63
14300,WV,26060,-80.6,40.06
14301,AL,36695,-88.23,30.68
14302,TX,75035,-96.73,33.17
14303,CO,80112,-104.91,39.57
14309,CA,90650,-118.08,33.9
14310,WI,53005,-88.11,43.03
14313,CA,94952,-122.64,38.23
14314,GA,31405,-81.23,32.03
14316,VA,22101,-77.18,38.93
14318,WA,98188,-122.26,47.46
14324,SC,29412,-79.98,32.76
14327,IL,60195,-88.09,42.05
14329,GA,30041,-84.13,34.18
14330,AZ,85281,-111.93,33.41
14333,TX,77081,-95.47,29.72
14334,NC,27105,-80.28,36.17
14336,IN,46514,-85.98,41.71
14339,CA,94521,-121.96,37.95
14340,CA,92860,-117.56,33.9
14345,IN,47905,-86.82,40.42
14347,CA,93940,-121.9,36.62
14350,OK,73110,-97.4,35.44
14351,CO,80214,-105.05,39.75
14353,NC,27262,-80.0,35.98
14354,IL,60527,-87.94,41.76
14357,WA,98004,-122.18,47.62
14358,CA,92821,-117.88,33.91
14360,WA,99403,-117.04,46.42
14361,CA,93307,-118.91,35.35
14363,TX,75218,-96.7,32.83
14364,MI,48124,-83.25,42.31
14365,TX,78154,-98.33,29.57
14367,TX,75204,-96.8,32.81
14368,FL,33149,-80.16,25.7
14370,WA,98367,-122.65,47.5
14371,NY,11201,-73.99,40.69
14374,CT,06070,-72.8,41.88
14377,CA,95490,-123.35,39.4
14378,TX,78023,-98.68,29.56
14381,CO,80202,-105.0,39.75
14382,NY,11201,-73.98,40.69
14383,MD,20740,-76.94,38.98
14384,KY,41042,-84.65,39.0
14386,AL,35630,-87.64,34.84
14390,NY,14219,-78.81,42.79
14392,CA,91355,-118.56,34.42
14394,FL,34711,-81.7,28.55
14395,CO,80631,-104.7,40.39
14396,OH,44718,-81.43,40.86
14397,NY,11747,-73.42,40.79
14398,PA,17041,-76.57,40.21
14400,CA,94025,-122.2,37.42
14401,NJ,07302,-74.03,40.72
14404,TX,77075,-95.27,29.6
14405,TX,76132,-97.41,32.68
14406,FL,34685,-82.71,28.06
14407,CA,93514,-118.4,37.37
14408,MO,64801,-94.53,37.07
14409,AZ,85741,-111.01,32.34
14414,AZ,85202,-111.86,33.39
14415,CA,93304,-119.03,35.34
14416,CA,94025,-122.2,37.43
14417,IL,60601,-87.63,41.89
14419,UT,84120,-112.02,40.71
14423,NY,10016,-73.98,40.74
14424,NC,28262,-80.74,35.31
14425,TX,79424,-101.94,33.52
14427,NV,89883,-114.04,40.74
14428,TX,77449,-95.72,29.86
14429,VA,23704,-76.31,36.84
14431,CA,94087,-122.05,37.35
14433,OH,44691,-81.95,40.85
14434,HI,96734,-157.74,21.39
14435,TX,76063,-97.15,32.6
14436,MD,20646,-76.98,38.54
14437,PA,16801,-77.86,40.79
14440,WA,98125,-122.29,47.73
14441,CA,94941,-122.53,37.88
14442,CA,94086,-122.05,37.38
14445,PA,17815,-76.45,41.01
14446,WV,26505,-79.96,39.66
14449,SC,29418,-80.02,32.87
14453,AZ,85254,-111.94,33.62
14454,MD,20850,-77.17,39.11
14456,PA,16066,-80.11,40.68
14457,PA,19468,-75.5,40.21
14458,NY,12309,-73.89,42.82
14461,CA,94549,-122.12,37.89
14463,CT,06268,-72.24,41.8
14465,NJ,07731,-74.22,40.14
14466,NY,12866,-73.79,43.08
14470,IN,46278,-86.27,39.88
14472,OR,97071,-122.88,45.15
14474,MD,20716,-76.73,38.94
14475,CT,06488,-73.23,41.46
14477,SC,29301,-82.01,34.94
14478,TN,37922,-84.09,35.91
14479,CA,93611,-119.73,36.85
14482,KY,40243,-85.55,38.24
14483,CO,80922,-104.72,38.87
14486,CA,91790,-117.93,34.07
14487,KS,66213,-94.67,38.91
14489,IL,60056,-87.94,42.06
14492,OH,43128,-83.6,39.62
14493,NY,10005,-74.01,40.7
14495,TX,79925,-106.38,31.77
14496,TX,76504,-97.41,31.12
14497,NY,10024,-73.98,40.78
14499,CA,94129,-122.45,37.8
14501,CA,93720,-119.79,36.85
14505,FL,32258,-81.53,30.14
14506,CA,95776,-121.75,38.68
14507,NV,89111,-115.15,36.08
14508,CA,90046,-118.34,34.09
14510,TX,78130,-98.13,29.69
14513,CA,91764,-117.55,34.08
14514,MA,01760,-71.39,42.3
14515,GA,30076,-84.34,34.04
14516,MD,21076,-76.72,39.16
14519,NH,03820,-70.89,43.22
14522,MA,02052,-71.31,42.19
14524,NE,68005,-95.91,41.15
14525,CA,92408,-117.28,34.06
14526,OR,97205,-122.68,45.52
14527,NY,14624,-77.75,43.11
14528,NC,28092,-81.22,35.48
14531,MO,64506,-94.8,39.79
14532,CA,92128,-117.08,32.98
14533,NM,87124,-106.66,35.24
14537,NV,89109,-115.17,36.1
14538,GA,30144,-84.57,34.01
14542,FL,33155,-80.3,25.73
14543,NV,89511,-119.76,39.47
14548,CA,96002,-122.35,40.57
14549,IL,60610,-87.63,41.91
14550,CA,91360,-118.89,34.18
14553,HI,96857,-158.09,21.49
14555,HI,96814,-157.85,21.29
14557,WA,99223,-117.37,47.6
14558,KS,66109,-94.83,39.13
14559,CT,06355,-71.96,41.37
14562,FL,33463,-80.14,26.62
14563,WA,98019,-121.99,47.73
14564,CA,90046,-118.36,34.09
14566,GA,30144,-84.57,34.03
14571,OR,97217,-122.68,45.58
14572,ID,83201,-112.45,42.89
14573,CA,94591,-122.23,38.13
14574,GA,30909,-82.07,33.48
14577,CA,94111,-122.4,37.79
14578,CA,92101,-117.16,32.71
14579,NV,89109,-115.17,36.12
14581,TX,75209,-96.83,32.83
14583,CA,92071,-116.99,32.84
14584,PA,19103,-75.17,39.95
14587,VA,20164,-77.4,39.03
14589,OH,43214,-83.03,40.03
14591,TX,77055,-95.49,29.8
14592,CA,92019,-116.93,32.79
14593,NH,03276,-71.56,43.46
14594,CA,94109,-122.42,37.81
14595,OH,44114,-81.69,41.5
14599,MI,48377,-83.48,42.49
14600,PA,15317,-80.13,40.27
14602,NV,89121,-115.09,36.12
14606,MN,55113,-93.18,45.01
14607,AZ,85044,-111.98,33.33
14609,MA,02127,-71.04,42.34
14610,NY,10996,-73.97,41.4
14613,NC,27858,-77.36,35.61
14614,AZ,85202,-111.86,33.36
14615,CA,90064,-118.43,34.04
14621,WI,53226,-88.05,43.06
14625,WA,98671,-122.33,45.58
14626,NV,89052,-115.08,36.0
14629,CA,92203,-116.22,33.74
14634,MT,59105,-108.48,45.81
14635,MD,21076,-76.74,39.13
14636,MT,59718,-111.07,45.71
14638,CA,90048,-118.38,34.08
14640,CO,80121,-104.96,39.61
14643,FL,32826,-81.21,28.61
14645,MO,64870,-94.48,37.14
14646,CA,95630,-121.2,38.68
14647,CA,93304,-119.03,35.34
14649,ID,83642,-116.43,43.62
14650,ID,83201,-112.44,42.86
14651,NM,87111,-106.5,35.13
14652,CA,92845,-118.03,33.78
14654,CA,92024,-117.26,33.05
14655,VA,23602,-76.51,37.1
14656,CA,91604,-118.4,34.14
14657,WA,99004,-117.57,47.51
14658,OH,45069,-84.41,39.34
14659,CA,91350,-118.54,34.43
14662,IL,60077,-87.75,42.06
14666,WA,98074,-122.03,47.61
14668,VA,22060,-77.15,38.72
14670,VA,24401,-79.04,38.13
14671,IL,60126,-87.93,41.86
14672,ID,83705,-116.21,43.6
14673,MN,55317,-93.52,44.86
14674,CA,91350,-118.5,34.42
14677,TN,37215,-86.82,36.11
14678,CA,91405,-118.45,34.2
14679,GA,30144,-84.6,34.05
14680,CA,94104,-122.4,37.79
14681,AZ,85308,-112.22,33.67
14682,CA,92234,-116.48,33.79
14684,MI,48085,-83.13,42.62
14687,CA,94128,-122.38,37.62
14688,IL,60606,-87.63,41.88
14691,PA,19031,-75.21,40.11
14694,CA,90015,-118.25,34.04
14695,GA,30068,-84.42,33.98
14699,CO,81505,-108.61,39.1
14701,NV,89501,-119.81,39.53
14702,FL,33308,-80.12,26.19
14703,CA,92507,-117.34,33.98
14705,NY,10003,-73.99,40.73
14706,MI,48038,-82.95,42.63
14707,MI,49341,-85.55,43.11
14709,WI,53705,-89.45,43.08
14710,OR,97055,-122.29,45.4
14712,WA,98034,-122.19,47.71
14718,CA,95136,-121.83,37.27
14720,TX,77032,-95.34,29.98
14723,FL,33431,-80.13,26.37
14724,PA,15143,-80.19,40.54
14726,HI,96825,-157.71,21.28
14728,CA,95350,-120.99,37.69
14729,CA,92057,-117.29,33.24
14730,TX,76119,-97.28,32.66
14733,CA,95035,-121.9,37.43
14734,MS,39534,-88.91,30.41
14736,OH,44312,-81.49,40.98
14737,CO,80126,-104.91,39.56
14738,CA,92101,-117.17,32.72
14739,WV,26506,-79.96,39.65
14740,NY,11791,-73.5,40.81
14741,NY,11581,-73.72,40.66
14742,MA,02460,-71.21,42.35
14744,DC,20017,-77.0,38.93
14745,TX,75237,-96.86,32.65
14746,AK,99504,-149.74,61.2
14748,MN,55343,-93.42,44.89
14750,OR,97210,-122.7,45.52
14751,WA,98109,-122.36,47.64
14756,WA,98029,-122.04,47.55
14758,AL,35223,-86.8,33.51
14759,NC,28144,-80.46,35.66
14764,NY,10173,-73.98,40.75
14765,NY,11703,-73.32,40.74
14766,NY,10022,-73.97,40.76
14767,NY,10001,-73.99,40.75
14768,VA,22030,-77.31,38.83
14772,FL,32159,-81.94,28.93
14775,IL,60188,-88.1,41.9
14777,TX,75165,-96.84,32.42
14780,GA,30720,-84.99,34.76
14782,CA,91606,-118.37,34.19
14784,FL,32548,-86.64,30.43
14785,FL,33442,-80.15,26.32
14786,WA,98011,-122.19,47.77
14787,GA,31698,-83.29,30.85
14788,NY,11716,-73.12,40.75
14789,PA,19446,-75.29,40.25
14790,VA,23111,-77.36,37.61
14791,CA,95113,-121.89,37.33
14794,TX,77024,-95.51,29.78
14796,OH,44122,-81.52,41.46
14797,MO,63501,-92.57,40.2
14799,TX,78109,-98.32,29.5
14800,AZ,85032,-112.03,33.65
14801,PA,17033,-76.65,40.27
14803,TN,37211,-86.75,36.04
14804,TX,77380,-95.46,30.16
14805,VA,23435,-76.09,36.8
14806,NV,89119,-115.15,36.06
14807,CA,96080,-122.24,40.19
14808,IL,60601,-87.62,41.89
14810,CO,80218,-104.97,39.73
14812,IN,46818,-85.17,41.17
14814,WA,99218,-117.4,47.77
14815,CA,95843,-121.37,38.71
14816,MD,21619,-76.27,38.97
14817,CA,94544,-122.09,37.65
14818,FL,33431,-80.1,26.38
14822,MS,39406,-89.33,31.33
14823,GA,30701,-84.93,34.47
14825,NY,10314,-74.17,40.58
14826,NV,89142,-115.05,36.16
14828,CA,95380,-120.87,37.49
14829,AZ,85383,-112.27,33.71
14831,TX,78654,-98.27,30.56
14832,CA,95762,-121.07,38.65
14833,IL,60061,-87.96,42.24
14834,CA,94611,-122.21,37.83
14835,WA,98037,-122.27,47.85
14840,CA,95020,-121.59,37.01
14846,CA,94063,-122.19,37.48
14848,TN,37072,-86.7,36.33
14849,OK,73116,-97.53,35.54
14850,MA,01453,-71.71,42.53
14852,VA,23518,-76.21,36.9
14853,NY,11566,-73.56,40.68
14855,NV,89449,-119.94,38.96
14857,NJ,08823,-74.56,40.43
14859,TX,77429,-95.69,29.97
14861,CA,91030,-118.15,34.1
14862,CA,91101,-118.13,34.14
14864,OH,43214,-83.02,40.04
14866,NJ,07005,-74.4,40.91
14869,MN,55435,-93.33,44.88
14870,NV,89134,-115.31,36.19
14872,AL,36695,-88.19,30.66
14873,TX,75165,-96.84,32.42
14874,NY,10019,-73.99,40.76
14877,TX,75202,-96.8,32.78
14878,KS,66604,-95.76,39.04
14879,NV,89128,-115.28,36.2
14880,CA,91206,-118.25,34.15
14881,WA,98948,-120.32,46.38
14882,MD,21224,-76.56,39.28
14884,NM,88201,-104.52,33.41
14885,GA,30097,-84.17,34.07
14886,MN,55128,-92.96,44.96
14888,CO,80226,-105.09,39.71
14889,FL,33759,-82.73,27.96
14890,IA,50320,-93.59,41.55
14892,IL,60173,-88.03,42.04
14893,FL,32904,-80.65,28.08
14897,FL,32804,-81.39,28.57
14900,IL,61820,-88.23,40.11
14902,OR,97213,-122.59,45.55
14903,IL,60638,-87.74,41.77
14904,WA,98026,-122.33,47.8
14909,NM,88030,-107.99,32.24
14910,CA,90804,-118.14,33.79
14912,MI,48103,-83.77,42.24
14914,MI,48180,-83.26,42.2
14915,MI,48313,-82.99,42.62
14920,WA,98272,-121.98,47.86
14924,IL,61704,-88.95,40.5
14925,PA,19102,-75.17,39.95
14927,NV,89148,-115.3,36.1
14932,IN,47201,-85.89,39.22
14933,NY,13290,-76.17,43.07
14935,WA,98059,-122.15,47.49
14938,OR,97702,-121.31,44.03
14939,NJ,07652,-74.07,40.93
14941,FL,33139,-80.13,25.79
14942,CT,06032,-72.83,41.73
14943,IL,60666,-87.9,41.98
14944,FL,34986,-80.41,27.31
14946,MD,20878,-77.24,39.12
14947,HI,96818,-157.93,21.37
14948,CA,91801,-118.13,34.09
14949,WA,98104,-122.34,47.61
14952,NY,10023,-73.98,40.78
14954,OK,73099,-97.76,35.48
14955,TX,75063,-96.96,32.91
14956,CA,94568,-121.93,37.71
14957,NV,89147,-115.28,36.12
14958,NV,89158,-115.17,36.11
14962,FL,32789,-81.37,28.6
14966,TX,76903,-100.45,31.46
14971,PA,19047,-74.91,40.18
14977,AZ,85621,-110.94,31.37
14978,FL,33012,-80.32,25.85
14982,CA,92780,-117.82,33.74
14983,CA,94546,-122.08,37.7
14984,AZ,85255,-111.91,33.67
14985,AZ,85541,-111.31,34.25
14986,NC,28704,-82.55,35.48
14987,CA,94903,-122.55,38.01
14988,AL,35212,-86.75,33.56
14991,TX,77449,-95.77,29.82
14994,CA,95834,-121.5,38.64
14995,AZ,85204,-111.79,33.38
14996,CA,95367,-120.96,37.73
15000,IA,50014,-93.67,42.02
15005,NY,14627,-77.63,43.13
15007,TX,76542,-97.73,31.09
15009,WA,98037,-122.29,47.85
15011,CA,95829,-121.37,38.45
15013,CA,95403,-122.72,38.46
15014,MI,48359,-83.31,42.71
15015,CA,95401,-122.73,38.46
15018,NC,28216,-80.86,35.35
15019,GA,30024,-84.04,34.0
15021,CA,91411,-118.47,34.17
15022,CA,92108,-117.14,32.77
15024,CA,91761,-117.61,34.03
15025,CA,92110,-117.22,32.75
15028,TX,76148,-97.26,32.89
15029,CO,80488,-106.82,40.47
15031,MI,48180,-83.26,42.2
15032,TN,38104,-90.0,35.14
15036,TX,75219,-96.83,32.81
15039,CA,90034,-118.43,34.03
15041,GA,30342,-84.38,33.91
15043,CA,95670,-121.27,38.61
15045,CA,90808,-118.14,33.83
15046,IL,60093,-87.77,42.1
15048,TX,75243,-96.75,32.91
15049,CA,92707,-117.87,33.7
15050,TN,37343,-85.25,35.15
15051,TX,76904,-100.48,31.42
15052,TN,37849,-84.0,36.05
15056,NY,11746,-73.41,40.82
15061,DC,20007,-77.07,38.92
15062,VA,22601,-78.16,39.17
15063,TX,78223,-98.44,29.35
15065,HI,96813,-157.86,21.31
15067,CA,92704,-117.92,33.74
15068,IL,60654,-87.64,41.9
15070,TX,78218,-98.39,29.51
15075,DC,20004,-77.02,38.89
15076,OK,73069,-97.46,35.22
15077,TX,77379,-95.52,30.08
15080,LA,71111,-93.71,32.56
15081,FL,34787,-81.59,28.52
15082,NJ,08879,-74.3,40.46
15083,MO,65203,-92.38,38.96
15084,KY,40214,-85.76,38.2
15085,MO,64801,-94.48,37.09
15086,CA,92136,-117.12,32.68
15087,FL,33138,-80.18,25.83
15089,PA,19301,-75.49,40.04
15091,CA,91765,-117.82,34.0
15093,AZ,85022,-112.05,33.64
15095,CA,92653,-117.68,33.6
15097,WA,98125,-122.31,47.73
15098,CA,92024,-117.29,33.04
15099,MA,02468,-71.23,42.33
15100,SC,29607,-82.3,34.83
15101,CA,92308,-117.24,34.47
15103,HI,96813,-157.86,21.31
15104,VA,22209,-77.08,38.9
15106,NC,27858,-77.37,35.58
15107,AZ,85022,-112.06,33.64
15113,MS,39213,-90.15,32.4
15114,CO,80436,-105.6,39.76
15115,MD,21014,-76.35,39.53
15119,NY,10710,-73.86,40.96
15120,IN,46217,-86.18,39.66
15121,OH,44224,-81.48,41.16
15127,NJ,07457,-74.31,40.99
15129,NV,89123,-115.12,36.03
15133,NV,89109,-115.17,36.14
15134,WA,98203,-122.22,47.93
15136,FL,32611,-82.35,29.64
15137,NY,10018,-73.99,40.75
15138,CA,91741,-117.87,34.14
15141,CT,06001,-72.86,41.82
15142,CA,95366,-121.14,37.75
15146,CO,80020,-105.05,39.92
15148,MD,20814,-77.12,39.02
15149,CA,94541,-122.12,37.67
15151,MA,02777,-71.21,41.75
15152,OH,43085,-83.02,40.11
15153,IL,61008,-88.82,42.24
15157,FL,33637,-82.37,28.07
15159,CA,95616,-121.74,38.54
15161,NJ,07866,-74.55,40.91
15162,SC,29910,-80.85,32.26
15163,CA,91770,-118.07,34.07
15164,FL,33138,-80.19,25.86
15165,CA,92054,-117.34,33.18
15166,PA,19096,-75.28,40.0
15169,MD,20774,-76.82,38.9
15170,CA,94040,-122.11,37.4
15171,TX,78665,-97.62,30.53
15172,IN,46410,-87.3,41.47
15173,VA,23456,-76.01,36.76
15174,FL,33634,-82.54,28.03
15176,AZ,85255,-111.9,33.67
15177,KY,41071,-84.47,39.08
15178,FL,32306,-84.3,30.44
15179,TX,76051,-97.07,32.94
15180,FL,32082,-81.39,30.2
15181,WA,98004,-122.19,47.62
15184,FL,32256,-81.55,30.18
15185,CA,93277,-119.31,36.29
15187,MA,02138,-71.15,42.38
15192,WA,98022,-121.99,47.2
15193,IL,60102,-88.27,42.16
15195,TX,75225,-96.81,32.87
15199,TX,78150,-98.28,29.53
15201,OR,97322,-123.08,44.63
15203,GA,30024,-84.17,34.09
15204,IA,52732,-90.19,41.84
15206,IL,60061,-87.97,42.24
15208,NY,11385,-73.87,40.71
15209,NY,11415,-73.83,40.71
15210,CA,90266,-118.4,33.89
15214,CA,95356,-121.05,37.69
15216,LA,70506,-92.08,30.19
15217,IL,62703,-89.65,39.76
15221,CA,92883,-117.45,33.75
15222,GA,31326,-81.23,32.28
15224,WA,98433,-122.6,47.09
15227,NV,89118,-115.14,36.06
15229,CA,91915,-116.97,32.63
15230,VA,22030,-77.31,38.83
15235,NY,11201,-73.98,40.69
15240,AZ,85086,-112.13,33.84
15241,OH,45236,-84.4,39.23
15242,AZ,85719,-110.95,32.27
15243,SC,29621,-82.63,34.53
15244,MO,65803,-93.35,37.24
15246,NY,14202,-78.87,42.89
15249,MA,02478,-71.19,42.39
15254,MO,63042,-90.35,38.79
15256,OH,43147,-82.78,39.91
15257,UT,84060,-111.51,40.66
15258,UT,84106,-111.87,40.73
15261,PA,17112,-76.81,40.31
15262,MI,48306,-83.13,42.63
15266,CA,95019,-121.78,36.94
15267,MN,55811,-92.16,46.81
15269,FL,32819,-81.47,28.48
15271,IL,60451,-87.92,41.51
15273,NJ,08807,-74.61,40.58
15274,CA,91901,-116.75,32.83
15276,MD,20619,-76.52,38.3
15277,NY,10025,-73.97,40.8
15279,CA,95020,-121.55,37.01
15281,OH,43054,-82.82,40.09
15283,AZ,85234,-111.72,33.38
15284,AL,35007,-86.83,33.21
15285,IL,60661,-87.64,41.88
15286,WA,98087,-122.25,47.85
15287,NC,28792,-82.43,35.35
15289,TX,78412,-97.37,27.71
15293,PA,19382,-75.58,39.97
15294,WA,98005,-122.18,47.62
15295,TX,76132,-97.4,32.67
15297,TN,37923,-84.09,35.92
15298,IL,60625,-87.69,41.96
15301,CA,94621,-122.21,37.71
15303,ID,83634,-116.31,43.55
15304,WA,98040,-122.24,47.59
15305,WI,53220,-88.01,42.96
15306,CA,90245,-118.41,33.92
15307,TX,76063,-97.14,32.59
15309,GA,30305,-84.39,33.82
15312,MI,48381,-83.6,42.59
15313,CA,95864,-121.36,38.6
15314,CA,91401,-118.45,34.17
15315,OH,44333,-81.64,41.14
15316,NV,89431,-119.76,39.53
15318,NJ,07930,-74.69,40.78
15320,NJ,07004,-74.27,40.89
15323,GA,30309,-84.38,33.79
15328,CA,90265,-118.81,34.02
15331,AZ,85718,-110.94,32.29
15333,IN,46037,-86.01,39.93
15334,FL,33607,-82.57,27.97
15337,CA,95304,-121.46,37.76
15338,WI,53207,-87.9,42.95
15339,PA,15228,-80.05,40.36
15340,CA,95628,-121.27,38.66
15343,CA,95648,-121.3,38.87
15344,OH,45231,-84.52,39.22
15345,CT,06820,-73.47,41.08
15348,CA,95125,-121.9,37.3
15349,NC,28723,-83.18,35.31
15350,NC,28273,-80.94,35.1
15354,NY,11590,-73.55,40.76
15356,VA,23072,-76.53,37.4
15357,OH,43082,-82.93,40.14
15358,PA,15224,-79.95,40.46
15360,CO,80016,-104.72,39.57
15361,CA,94538,-121.96,37.53
15362,OR,97267,-122.63,45.42
15365,WA,98158,-122.3,47.45
15366,TX,78628,-97.72,30.68
15371,HI,96740,-155.99,19.65
15373,OH,43035,-83.02,40.16
15375,MA,02116,-71.08,42.35
15378,AZ,85718,-110.93,32.32
15380,MT,59105,-108.48,45.81
15382,KS,66216,-94.73,39.02
15384,NE,68508,-96.7,40.81
15385,CO,80303,-105.25,40.01
15387,CA,94547,-122.26,38.02
15388,GA,31702,-84.16,31.59
15389,NC,28078,-80.88,35.45
15390,PA,15213,-79.95,40.44
15393,WA,98053,-122.02,47.7
15394,CA,95010,-121.97,36.98
15395,DC,20052,-77.04,38.9
15396,WA,98122,-122.32,47.61
15398,FL,33431,-80.13,26.37
15399,CA,90027,-118.31,34.1
15402,TX,75039,-96.96,32.89
15404,CA,94530,-122.3,37.9
15407,MN,55802,-92.1,46.78
15408,TX,77084,-95.65,29.88
15409,MN,55448,-93.28,45.15
15411,NJ,07088,-74.29,40.72
15412,NY,14303,-79.06,43.09
15413,DC,20004,-77.03,38.9
15414,CA,90067,-118.41,34.06
15415,CA,90503,-118.35,33.83
15416,FL,33181,-80.14,25.91
15420,TN,37830,-84.26,36.01
15421,CA,95134,-121.94,37.41
15423,OH,45150,-84.28,39.16
15424,VA,23235,-77.57,37.5
15425,FL,33156,-80.32,25.68
15428,PA,19152,-75.06,40.05
15429,AZ,86406,-114.28,34.46
15430,IL,62025,-89.95,38.79
15431,CA,93003,-119.24,34.26
15432,CA,92507,-117.32,33.98
15434,MI,48183,-83.22,42.14
15435,CA,92663,-117.92,33.62
15436,GA,30060,-84.55,33.95
15437,IL,62526,-88.96,39.89
15439,CO,80498,-106.07,39.63
15442,FL,33813,-81.96,27.98
15444,AZ,85713,-110.95,32.18
15445,OH,43230,-82.86,40.05
15450,ME,04086,-69.98,43.94
15452,KS,66046,-95.26,38.93
15453,TX,77478,-95.66,29.61
15454,VA,20165,-77.4,39.03
15455,MO,65201,-92.33,38.95
15456,CA,92008,-117.35,33.16
15458,TX,77055,-95.5,29.79
15460,OR,97214,-122.64,45.52
15462,TX,78713,-97.74,30.29
15463,GA,31404,-81.06,32.04
15464,TX,77070,-95.54,29.96
15465,SC,29425,-79.95,32.78
15467,CA,95842,-121.34,38.69
15469,VA,23602,-76.51,37.13
15471,PA,15705,-79.16,40.62
15472,KS,67401,-97.61,38.8
15473,OK,73069,-97.48,35.24
15475,DC,20009,-77.05,38.91
15477,NJ,07647,-73.95,41.02
15478,TX,78221,-98.52,29.36
15480,TN,38125,-89.8,35.05
15481,CA,95819,-121.43,38.55
15487,CA,92270,-116.39,33.76
15489,FL,32092,-81.5,30.06
15491,AZ,86314,-112.33,34.59
15492,CA,95118,-121.88,37.25
15496,CA,92843,-117.96,33.76
15497,TX,78205,-98.49,29.42
15498,FL,33913,-81.79,26.48
15499,IA,52241,-91.59,41.68
15500,FL,33144,-80.33,25.76
15502,FL,32955,-80.72,28.29
15503,IL,60666,-87.91,41.98
15506,CA,94541,-122.08,37.68
15507,TX,75001,-96.84,32.95
15508,OH,44333,-81.62,41.13
15510,VA,22307,-77.06,38.78
15511,CA,91345,-118.47,34.26
15512,IA,50702,-92.33,42.46
15513,WA,98003,-122.31,47.31
15514,CA,91739,-117.53,34.11
15516,CO,80220,-104.92,39.74
15517,CA,93422,-120.66,35.49
15523,TX,78154,-98.28,29.6
15524,MA,02478,-71.18,42.38
15525,SD,57401,-98.44,45.46
15526,CA,96130,-120.63,40.41
15527,NY,10014,-74.01,40.73
15528,OH,44646,-81.52,40.77
15529,CO,80516,-105.1,40.02
15534,PA,18103,-75.49,40.56
15535,TX,78232,-98.51,29.61
