,State,PostalCode,Longitude,Latitude
5000,IL,61108,-89.03,42.24
5002,MI,48197,-83.68,42.24
5003,CO,81623,-107.09,39.39
5005,CA,90220,-118.25,33.87
5006,CA,90045,-118.4,33.95
5008,IN,46250,-86.04,39.93
5010,ID,83617,-116.49,43.86
5016,IN,46140,-85.77,39.81
5017,SC,29708,-80.97,35.03
5018,NJ,07652,-74.06,40.92
5020,MA,02125,-71.06,42.33
5021,WI,53703,-89.38,43.07
5022,IN,46250,-86.05,39.89
5023,HI,96766,-159.38,21.97
5024,IN,46373,-87.47,41.44
5029,WA,98034,-122.19,47.71
5031,WA,98037,-122.27,47.83
5032,CA,92880,-117.56,33.98
5034,NV,89149,-115.29,36.29
5035,CO,80211,-105.04,39.78
5038,CA,91608,-118.36,34.14
5039,CO,80501,-105.13,40.15
5041,CO,80601,-104.82,39.97
5042,TX,78705,-97.74,30.3
5043,CO,81650,-107.77,39.52
5044,WA,98258,-122.1,48.0
5045,VA,22030,-77.3,38.85
5047,NY,14850,-76.5,42.44
5048,MI,48197,-83.62,42.21
5049,TN,38116,-89.98,35.05
5050,PA,18104,-75.55,40.59
5051,OR,97030,-122.42,45.51
5052,CA,93257,-119.04,36.07
5054,LA,70124,-90.11,30.0
5055,FL,33569,-82.33,27.79
5056,NY,11374,-73.86,40.73
5059,NM,87107,-106.61,35.13
5060,MO,63040,-90.63,38.58
5061,NJ,07901,-74.36,40.72
5062,NJ,07601,-74.03,40.91
5065,TN,37076,-86.62,36.19
5072,CA,92629,-117.72,33.49
5074,PA,15224,-79.94,40.46
5075,MA,01590,-71.74,42.16
5077,MI,48084,-83.18,42.56
5078,NY,10019,-73.98,40.76
5080,AL,36526,-87.91,30.65
5081,PA,19107,-75.16,39.95
5086,OR,97124,-122.9,45.55
5087,AZ,85206,-111.69,33.41
5089,IL,60031,-87.96,42.39
5091,FL,32506,-87.36,30.36
5093,FL,33914,-81.97,26.61
5095,CO,80026,-105.1,39.99
5097,AZ,85085,-112.11,33.71
5099,IL,60659,-87.68,41.99
5100,CA,94587,-122.07,37.6
5104,CA,91723,-117.89,34.08
5107,CA,92373,-117.17,34.05
5111,MO,63123,-90.33,38.55
5112,PA,15232,-79.94,40.46
5113,NV,89406,-118.79,39.48
5116,AZ,85742,-111.1,32.37
5117,NC,27103,-80.29,36.09
5118,DE,19808,-75.65,39.73
5120,OR,97201,-122.69,45.5
5122,CA,92660,-117.87,33.61
5124,MD,21740,-77.75,39.66
5126,CA,93309,-119.07,35.36
5129,VA,22406,-77.51,38.35
5130,HI,96789,-158.02,21.46
5132,NY,11224,-73.99,40.58
5133,OH,,-80.74,41.03
5134,GA,30120,-84.79,34.2
5137,NY,11106,-73.92,40.76
5138,NJ,07470,-74.27,40.95
5139,NY,13490,-75.4,43.12
5144,CA,91367,-118.59,34.17
5145,GA,30265,-84.76,33.4
5147,IN,46220,-86.12,39.87
5148,KY,41048,-84.71,39.08
5149,GA,30004,-84.27,34.1
5151,CO,80202,-105.01,39.76
5154,IN,46278,-86.26,39.91
5155,AZ,85266,-111.92,33.78
5157,TX,78041,-99.43,27.57
5159,NH,03840,-70.82,43.05
5161,CA,90040,-118.12,33.98
5163,CA,90805,-118.17,33.88
5169,TX,76018,-97.11,32.68
5170,NY,10022,-73.97,40.76
5171,CO,81201,-105.99,38.54
5172,TX,77094,-95.71,29.78
5175,CA,92117,-117.21,32.83
5176,FL,32204,-81.68,30.31
5177,IA,50266,-93.78,41.56
5180,PA,18974,-75.1,40.21
5183,OR,97071,-122.83,45.15
5186,IA,50023,-93.62,41.71
5190,CA,92021,-116.96,32.81
5192,IL,60666,-87.9,41.98
5194,AZ,86403,-114.34,34.47
5195,CA,92008,-117.32,33.18
5198,NY,10023,-73.98,40.77
5199,CA,94109,-122.42,37.79
5200,NJ,08080,-75.08,39.75
5207,NV,89109,-115.17,36.12
5208,WA,98023,-122.36,47.3
5211,OH,45402,-84.2,39.76
5214,OR,97266,-122.58,45.46
5218,CA,92673,-117.65,33.46
5221,WA,98371,-122.3,47.2
5224,TN,38305,-88.83,35.66
5226,IL,60062,-87.79,42.14
5227,MA,02199,-71.08,42.35
5230,MI,48230,-82.92,42.38
5231,MA,02128,-71.02,42.36
5233,CA,93065,-118.78,34.27
5240,CA,91505,-118.34,34.15
5243,VA,23452,-76.09,36.84
5244,TN,37604,-82.38,36.3
5245,CA,95691,-121.54,38.55
5246,GA,30265,-84.72,33.4
5251,CA,90650,-118.05,33.9
5253,AZ,85268,-111.73,33.61
5254,IL,60077,-87.75,42.06
5255,MD,21801,-75.57,38.41
5257,IL,60044,-87.88,42.28
5258,AZ,85339,-112.17,33.38
5259,OR,97205,-122.68,45.52
5260,CA,91381,-118.57,34.39
5262,NC,28205,-80.81,35.22
5264,CA,92101,-117.2,32.73
5266,TX,75093,-96.8,33.03
5267,IL,60563,-88.2,41.8
5270,IL,60035,-87.8,42.19
5271,CA,94104,-122.4,37.79
5272,WA,98118,-122.29,47.55
5274,FL,34994,-80.24,27.18
5276,OH,44122,-81.49,41.5
5277,CA,92821,-117.89,33.92
5278,IL,60631,-87.84,41.98
5280,AZ,85295,-111.79,33.3
5281,CA,90245,-118.4,33.92
5283,NY,11530,-73.63,40.73
5285,IN,46241,-86.27,39.73
5287,HI,96814,-157.84,21.29
5289,IL,60430,-87.68,41.56
5293,OH,44124,-81.5,41.5
5295,KY,42101,-86.44,37.0
5297,IL,60510,-88.34,41.85
5298,PA,19406,-75.39,40.09
5300,NV,89509,-119.81,39.48
5304,NY,10118,-73.99,40.75
5305,TN,38111,-89.95,35.13
5306,TX,78539,-98.16,26.26
5307,GA,30513,-84.34,34.84
5308,GA,30512,-83.95,34.88
5311,CA,95835,-121.52,38.66
5312,TX,75081,-96.7,32.94
5314,CA,94111,-122.4,37.8
5316,CA,90045,-118.39,33.95
5317,IL,60459,-87.74,41.75
5320,TX,77077,-95.64,29.74
5322,FL,32118,-81.01,29.22
5323,OR,97232,-122.62,45.53
5324,TX,76711,-97.16,31.5
5327,AZ,85037,-112.28,33.51
5328,WA,98264,-122.48,48.93
5329,NC,28075,-80.67,35.32
5334,SD,57401,-98.44,45.46
5339,CA,91362,-118.82,34.18
5345,TX,77546,-95.19,29.51
5346,NC,28027,-80.68,35.42
5351,WV,26062,-80.55,40.4
5352,IA,50266,-93.81,41.57
5353,MO,64155,-94.57,39.25
5356,IL,60660,-87.66,42.0
5357,TX,76132,-97.41,32.68
5359,GA,30075,-84.4,34.06
5361,AR,72653,-92.37,36.35
5363,WI,53189,-88.22,42.99
5364,NC,27705,-78.94,36.01
5365,MA,02482,-71.29,42.3
5366,CA,94111,-122.4,37.79
5370,CT,06111,-72.72,41.7
5371,MD,20783,-76.98,38.97
5376,CA,95476,-122.47,38.29
5378,WA,99205,-117.45,47.7
5381,CA,95842,-121.36,38.66
5382,AZ,85215,-111.68,33.47
5385,MA,01581,-71.65,42.28
5386,TX,75240,-96.82,32.93
5387,MO,65807,-93.3,37.15
5388,TX,78666,-97.99,29.83
5390,PA,18045,-75.3,40.65
5392,CA,93940,-121.9,36.62
5395,HI,96822,-157.82,21.3
5397,CA,92627,-117.91,33.63
5399,KS,66062,-94.82,38.85
5400,OH,43551,-83.64,41.53
5402,AZ,85268,-111.73,33.61
5405,MD,21742,-77.72,39.68
5406,WA,98684,-122.51,45.64
5411,MD,21212,-76.63,39.38
5414,TX,77379,-95.55,30.03
5419,MT,59405,-111.27,47.49
5425,NC,27707,-78.9,36.05
5426,WA,98338,-122.29,47.05
5429,MD,21218,-76.62,39.33
5434,CA,95127,-121.82,37.36
5438,MI,48150,-83.33,42.38
5439,CA,93551,-118.14,34.6
5440,MD,21230,-76.6,39.27
5441,TX,75002,-96.62,33.09
5442,KY,41005,-84.69,39.02
5443,CA,95677,-121.22,38.79
5444,CA,93612,-119.7,36.81
5445,NV,89104,-115.15,36.15
5446,WA,98104,-122.33,47.6
5447,SD,57106,-96.77,43.51
5448,FL,33073,-80.19,26.28
5451,IL,60090,-87.91,42.14
5452,FL,32055,-82.67,30.18
5453,VA,24060,-80.41,37.23
5456,NM,87124,-106.66,35.23
5458,MD,20901,-77.01,39.02
5459,IN,47715,-87.47,37.98
5460,NC,28403,-77.88,34.22
5461,NH,03103,-71.45,42.93
5462,PA,15601,-79.5,40.3
5465,IL,60134,-88.34,41.89
5466,PA,19341,-75.62,40.03
5467,AR,72401,-90.67,35.82
5468,CA,94111,-122.4,37.79
5469,WI,53704,-89.31,43.12
5470,WA,98107,-122.39,47.67
5471,CA,91761,-117.55,34.05
5472,WI,53222,-88.07,43.09
5474,MN,55337,-93.29,44.75
5477,KS,66062,-94.76,38.88
5478,CA,91360,-118.87,34.2
5481,NC,28227,-80.66,35.17
5482,RI,02806,-71.3,41.74
5484,VA,22485,-77.05,38.35
5489,OH,43219,-82.92,40.06
5490,MT,59801,-114.02,46.85
5493,AZ,86001,-111.67,35.18
5494,MA,02108,-71.07,42.36
5495,OR,97219,-122.7,45.47
5496,CT,06878,-73.58,41.04
5497,CA,91744,-117.95,34.04
5499,VA,20190,-77.35,38.95
5502,IN,46637,-86.25,41.72
5508,PA,19073,-75.39,39.99
5510,IL,60640,-87.66,41.96
5511,CT,06111,-72.73,41.65
5512,CT,06418,-73.06,41.31
5515,NC,28403,-77.83,34.23
5516,WA,98374,-122.29,47.11
5518,KS,66213,-94.7,38.91
5519,CA,92691,-117.65,33.65
5520,NV,89147,-115.31,36.12
5522,PA,19406,-75.4,40.08
5523,ID,83709,-116.28,43.6
5526,AR,72116,-92.23,34.82
5529,FL,33406,-80.09,26.66
5532,CA,92595,-117.24,33.6
5533,FL,32256,-81.55,30.22
5535,AZ,85712,-110.86,32.24
5536,AL,35212,-86.75,33.56
5541,OH,43240,-82.99,40.14
5542,OK,73160,-97.49,35.36
5543,MD,21601,-76.06,38.77
5545,PA,19044,-75.13,40.18
5546,CA,95409,-122.67,38.46
5548,FL,33433,-80.15,26.35
5550,CA,90840,-118.11,33.78
5552,TX,77096,-95.46,29.68
5553,NC,28273,-80.9,35.14
5554,WA,98406,-122.49,47.27
5556,VA,23801,-77.33,37.25
5560,IL,60154,-87.9,41.85
5561,WA,99336,-119.21,46.23
5562,CA,95125,-121.91,37.29
5563,NY,10021,-73.96,40.77
5566,CA,95678,-121.27,38.77
5567,VA,23456,-76.01,36.75
5568,NM,87124,-106.7,35.24
5569,WA,98101,-122.34,47.61
5570,WI,53051,-88.13,43.19
5571,WA,98116,-122.38,47.56
5574,CA,92571,-117.23,33.8
5575,CA,95122,-121.84,37.34
5577,GA,30308,-84.37,33.78
5579,CA,93010,-119.07,34.22
5582,CO,80241,-104.94,39.91
5583,NJ,08330,-74.64,39.45
5588,CO,81501,-108.55,39.09
5589,CA,95618,-121.7,38.56
5590,WA,98115,-122.32,47.68
5591,PA,15642,-79.69,40.32
5592,CA,92506,-117.4,33.95
5593,IL,61265,-90.53,41.47
5594,CA,91505,-118.35,34.2
5596,OR,97070,-122.77,45.3
5599,UT,84015,-112.02,41.12
5600,CA,92311,-117.0,34.89
5601,CO,80216,-104.99,39.77
5602,OR,97224,-122.75,45.39
5603,TX,77802,-96.33,30.66
5604,WA,98133,-122.33,47.71
5605,TX,77459,-95.57,29.57
5612,CA,91780,-118.07,34.1
5615,IN,47802,-87.41,39.43
5617,TX,77450,-95.72,29.78
5619,CA,91945,-117.05,32.74
5620,AZ,85254,-111.92,33.58
5622,TX,75057,-96.97,33.01
5624,CA,94558,-122.31,38.32
5628,UT,84121,-111.87,40.65
5629,TX,77471,-95.75,29.55
5632,VA,23464,-76.17,36.79
5633,OR,97232,-122.66,45.53
5634,CA,91355,-118.55,34.4
5638,NY,10036,-73.98,40.76
5641,GA,30809,-82.12,33.53
5642,KY,40202,-85.75,38.25
5643,CA,94025,-122.18,37.45
5644,MT,59715,-111.05,45.68
5645,CA,94066,-122.42,37.64
5646,MA,01906,-71.02,42.48
5648,IL,60108,-88.12,41.94
5649,IL,60173,-88.04,42.05
5651,IL,60514,-87.95,41.8
5654,MD,21210,-76.63,39.36
5656,CA,93455,-120.42,34.86
5657,WA,98683,-122.51,45.61
5660,TX,76048,-97.78,32.43
5661,WA,98042,-122.11,47.36
5662,CA,91522,-118.34,34.15
5664,WA,98383,-122.69,47.65
5666,AZ,85737,-110.96,32.4
5667,GA,30075,-84.42,34.06
5668,DC,20004,-77.03,38.89
5669,SC,29910,-80.86,32.27
5672,CA,91107,-118.08,34.15
5675,HI,96753,-156.45,20.75
5676,FL,32218,-81.68,30.49
5677,TN,37934,-84.12,35.9
5678,NY,12866,-73.75,43.1
5679,AZ,85225,-111.86,33.35
5681,VA,22150,-77.17,38.78
5682,WA,98604,-122.55,45.78
5683,TN,37027,-86.78,36.04
5684,IL,60047,-88.11,42.19
5686,CA,90025,-118.44,34.05
5689,CA,92336,-117.47,34.15
5690,KY,41017,-84.58,39.02
5691,CA,92503,-117.46,33.91
5692,GA,30223,-84.3,33.17
5693,RI,02865,-71.48,41.94
5694,CA,95129,-121.99,37.32
5696,TX,76049,-97.73,32.46
5697,HI,96814,-157.84,21.3
5700,IL,60643,-87.66,41.68
5701,IN,46168,-86.36,39.72
5703,OR,97401,-123.07,44.08
5704,CA,93309,-119.05,35.32
5705,TX,77083,-95.64,29.68
5706,GA,30909,-82.08,33.47
5707,WA,98270,-122.17,48.09
5708,TX,75150,-96.62,32.81
5709,CA,90713,-118.12,33.86
5710,OR,97603,-121.75,42.21
5711,PA,17602,-76.2,40.03
5712,MI,49512,-85.59,42.92
5713,NY,12550,-74.07,41.51
5719,IL,60639,-87.79,41.93
5722,VA,23604,-76.58,37.16
5725,WA,98503,-122.83,47.04
5726,CA,94108,-122.4,37.79
5728,MD,20817,-77.15,39.02
5729,CA,90403,-118.49,34.02
5730,NJ,08226,-74.58,39.28
5733,NY,11755,-73.13,40.86
5734,WV,25705,-82.32,38.4
5735,CA,90260,-118.35,33.9
5736,CA,95008,-121.95,37.28
5739,TX,75235,-96.85,32.84
5740,ME,04032,-70.1,43.86
5743,OR,97218,-122.6,45.57
5746,MD,21784,-76.95,39.41
5747,WA,98055,-122.2,47.44
5748,NC,28211,-80.83,35.15
5749,CT,06033,-72.59,41.71
5750,CA,93230,-119.65,36.33
5754,CA,90025,-118.46,34.04
5755,OR,97086,-122.58,45.45
5759,PA,19010,-75.32,40.02
5760,IL,60431,-88.2,41.55
5763,FL,32827,-81.31,28.43
5764,OH,43035,-83.03,40.2
5765,CA,92648,-118.0,33.66
5766,NY,10801,-73.77,40.92
5768,NC,27534,-77.96,35.4
5769,NY,11201,-73.99,40.69
5770,MA,01701,-71.42,42.31
5774,PA,18360,-75.2,40.98
5775,CA,91761,-117.59,34.03
5776,MI,49418,-85.75,42.89
5780,CA,95833,-121.52,38.61
5784,FL,33702,-82.64,27.85
5785,TX,75088,-96.52,32.92
5786,CA,96002,-122.35,40.57
5789,CO,80110,-104.99,39.65
5791,CA,94583,-121.97,37.78
5793,IN,47374,-84.85,39.83
5795,OH,43302,-83.12,40.56
5799,VA,22041,-77.12,38.85
5801,MO,63104,-90.24,38.61
5802,CA,94114,-122.43,37.76
5803,GA,30009,-84.29,34.07
5804,VA,20171,-77.41,38.91
5805,IL,60177,-88.34,41.99
5806,NJ,08755,-74.22,40.05
5807,TX,77054,-95.41,29.69
5809,CA,92688,-117.63,33.58
5810,NJ,07657,-74.0,40.83
5811,GA,30316,-84.36,33.74
5812,WI,53222,-88.07,43.09
5813,KS,67207,-97.25,37.68
5815,NY,14623,-77.63,43.08
5817,CA,92014,-117.25,32.98
5824,IL,60018,-87.87,41.98
5825,NY,10530,-73.8,41.01
5826,MD,20762,-76.89,38.81
5830,NJ,08075,-74.94,40.02
5833,MD,21157,-76.97,39.57
5834,FL,33172,-80.38,25.79
5837,NY,10105,-73.98,40.76
5840,MA,02301,-71.07,42.06
5842,MN,55306,-93.29,44.74
5844,MD,21012,-76.5,39.03
5845,IL,60614,-87.65,41.93
5846,NY,10007,-74.01,40.71
5848,CA,92866,-117.84,33.79
5849,MA,01803,-71.22,42.48
5853,RI,02886,-71.48,41.72
5855,CA,92278,-116.06,34.24
5856,CA,91201,-118.29,34.16
5858,LA,70402,-90.47,30.51
5862,TX,78701,-97.75,30.27
5864,NC,27511,-78.76,35.77
5866,WA,98021,-122.21,47.8
5868,OR,97367,-124.01,45.0
5869,ND,58104,-96.82,46.83
5872,ID,83713,-116.35,43.65
5873,AK,99669,-151.05,60.49
5875,VA,24382,-81.1,36.96
5879,VA,23606,-76.49,37.07
5880,OH,43212,-83.03,39.99
5881,CA,90039,-118.26,34.1
5883,OR,97232,-122.66,45.53
5885,AZ,85260,-111.86,33.64
5886,CA,92618,-117.75,33.65
5887,AZ,85053,-112.15,33.61
5888,CA,90292,-118.44,33.99
5890,PA,19454,-75.24,40.24
5891,OH,45011,-84.46,39.36
5902,IL,60018,-87.86,41.99
5904,CA,96130,-120.64,40.41
5906,PA,15206,-79.92,40.46
5908,CA,91768,-117.82,34.06
5910,NC,27410,-79.87,36.15
5914,NC,27560,-78.8,35.87
5917,CA,93206,-119.4,35.4
5918,OH,43701,-82.03,39.99
5924,CA,93257,-119.05,36.08
5929,CA,91006,-118.02,34.11
5931,TX,78218,-98.43,29.49
5932,NY,11937,-72.19,40.96
5934,CO,80516,-104.99,40.09
5935,NC,27707,-78.96,35.97
5937,CA,92694,-117.63,33.56
5939,NY,11763,-73.0,40.82
5940,VA,22306,-77.08,38.77
5941,MO,63127,-90.41,38.56
5943,FL,34474,-82.17,29.16
5944,AZ,85254,-111.94,33.62
5945,CA,92037,-117.25,32.85
5948,WA,98059,-122.17,47.54
5949,CO,80501,-105.13,40.19
5950,OH,45056,-84.75,39.51
5952,NV,89130,-115.23,36.24
5953,TX,75231,-96.77,32.87
5954,TX,77459,-95.52,29.54
5957,NY,10038,-74.01,40.71
5959,CA,95991,-121.64,39.15
5967,GA,30144,-84.56,34.01
5970,OH,43074,-82.92,40.26
5971,PA,17602,-76.22,40.03
5973,NV,89029,-114.57,35.15
5974,MT,59901,-114.33,48.24
5981,HI,96746,-159.32,22.06
5983,CA,95129,-121.99,37.29
5986,MA,02138,-71.12,42.37
5987,NV,89141,-115.21,36.0
5989,CA,91792,-117.91,34.03
5995,TX,75220,-96.85,32.86
5996,IL,60601,-87.63,41.88
5997,TX,78666,-97.95,29.9
5999,AZ,85251,-111.93,33.5
6003,IL,60614,-87.64,41.93
6005,TN,37902,-83.92,35.96
6008,WA,98311,-122.63,47.62
6010,FL,33710,-82.73,27.77
6011,FL,32830,-81.59,28.36
6012,VA,23061,-76.53,37.4
6013,GA,30265,-84.75,33.4
6018,CA,92220,-116.9,33.93
6019,CA,95125,-121.91,37.3
6021,MI,48239,-83.27,42.36
6022,TX,77396,-95.25,29.94
6023,NJ,08854,-74.44,40.52
6026,VA,22911,-78.44,38.13
6027,MD,21117,-76.77,39.41
6028,TX,78209,-98.46,29.51
6030,CA,95630,-121.12,38.69
6031,WV,25701,-82.44,38.42
6032,MN,55404,-93.28,44.96
6034,TN,38117,-89.9,35.11
6035,AL,35209,-86.83,33.45
6038,AZ,85204,-111.75,33.38
6040,AZ,85296,-111.81,33.34
6042,PA,18104,-75.54,40.61
6045,NV,89451,-119.95,39.25
6046,CA,93010,-119.04,34.23
6049,CT,06790,-73.08,41.82
6050,TX,76544,-97.8,31.15
6054,TX,77546,-95.15,29.54
6056,PA,15237,-80.05,40.55
6063,CA,92021,-116.96,32.81
6065,TX,75206,-96.77,32.86
6066,FL,33434,-80.1,26.39
6067,TX,79705,-102.13,32.03
6068,FL,34114,-81.7,26.07
6069,CA,90605,-118.01,33.95
6071,OR,97123,-122.99,45.52
6077,MA,02474,-71.15,42.41
6078,NY,10804,-73.8,40.95
6079,MI,48170,-83.47,42.37
6080,FL,33618,-82.5,28.09
6081,CA,90620,-117.99,33.85
6083,CA,94539,-121.93,37.49
6084,MI,48084,-83.18,42.56
6085,TN,37912,-83.97,36.01
6086,IL,60642,-87.65,41.91
6089,OH,44221,-81.48,41.12
6094,NV,89109,-115.17,36.12
6095,WA,98520,-123.82,46.97
6096,WI,54701,-91.47,44.8
6099,NY,10001,-74.0,40.76
6100,TX,77058,-95.1,29.55
6101,MD,20852,-77.11,39.04
6102,UT,84770,-113.6,37.13
6103,MN,55044,-93.18,44.72
6104,OH,44325,-81.51,41.08
6105,AZ,85122,-111.72,32.88
6106,GA,30750,-85.35,34.97
6108,TX,77095,-95.69,29.91
6109,OH,43017,-83.12,40.1
6111,AZ,86409,-114.04,35.24
6112,DE,19709,-75.7,39.45
6113,TX,77546,-95.15,29.54
6115,MD,20794,-76.79,39.17
6116,CA,95816,-121.47,38.57
6118,CA,90022,-118.15,34.02
6119,PA,15068,-79.75,40.59
6120,NC,27215,-79.48,36.08
6122,MN,55350,-94.38,44.87
6123,NC,28208,-80.94,35.22
6125,CA,91950,-117.07,32.66
6130,KY,40509,-84.42,38.02
6131,IL,60451,-87.92,41.51
6132,CA,92131,-117.1,32.94
6133,MI,48073,-83.18,42.52
6135,KS,66214,-94.72,38.95
6137,CT,06010,-72.92,41.69
6140,CA,95610,-121.27,38.68
6142,WI,53022,-88.13,43.19
6143,MI,48165,-83.62,42.52
6145,MT,59718,-111.06,45.7
6146,CO,80302,-105.26,40.01
6148,IN,46530,-86.18,41.73
6149,WA,98125,-122.32,47.71
6151,FL,33761,-82.73,28.01
6152,CA,93444,-120.49,35.04
6154,NY,10004,-74.01,40.7
6155,IL,60173,-88.04,42.05
6160,IL,61112,-88.98,42.24
6161,AZ,85251,-111.93,33.49
6163,IL,60712,-87.74,42.01
6164,RI,02903,-71.41,41.82
6169,KS,66762,-94.7,37.44
6173,NH,03053,-71.35,42.86
6178,MO,65584,-92.14,37.82
6179,NC,28054,-81.13,35.26
6181,VA,23185,-76.66,37.25
6182,TX,77494,-95.84,29.77
6184,TX,77388,-95.51,30.07
6186,MI,48066,-82.92,42.52
6188,GA,31408,-81.23,32.14
6189,GA,30346,-84.34,33.93
6190,WA,98109,-122.35,47.62
6192,MA,02459,-71.19,42.33
6193,CO,80021,-105.08,39.84
6194,CA,90018,-118.33,34.04
6195,WA,98004,-122.2,47.61
6196,CO,81004,-104.63,38.27
6197,KS,67226,-97.24,37.74
6199,CA,92610,-117.68,33.68
6200,CA,95758,-121.45,38.42
6201,SC,29910,-80.82,32.24
6203,MA,02472,-71.18,42.37
6204,NC,27858,-77.37,35.61
6206,TX,77551,-94.82,29.27
6207,CA,94118,-122.45,37.79
6209,IL,61801,-88.22,40.11
6210,AZ,85226,-111.9,33.3
6218,WA,98528,-122.83,47.45
6221,FL,32780,-80.84,28.55
6222,CA,91745,-117.96,34.02
6223,CA,91730,-117.57,34.11
6227,CA,94531,-121.8,37.98
6229,OH,45219,-84.51,39.14
6231,IL,60606,-87.64,41.88
6232,WA,98109,-122.34,47.63
6233,CA,94080,-122.41,37.66
6234,CA,95050,-121.94,37.35
6236,WA,98033,-122.17,47.67
6238,KY,40383,-84.71,38.05
6239,MI,48604,-83.97,43.48
6240,NY,11040,-73.69,40.75
6242,CA,92865,-117.84,33.83
6243,VA,22315,-77.14,38.77
6246,CA,95110,-121.92,37.37
6248,CA,91709,-117.73,34.0
6250,NC,28315,-79.42,35.16
6253,CA,92374,-117.21,34.07
6254,NY,13039,-76.12,43.16
6255,TX,75065,-97.04,33.13
6256,ID,83646,-116.41,43.66
6259,FL,33040,-81.81,24.56
6262,CA,90808,-118.12,33.81
6265,WI,54901,-88.54,44.04
6266,CA,92029,-117.12,33.12
6268,CT,06905,-73.55,41.07
6271,SC,29671,-82.71,34.89
6272,CT,06340,-72.07,41.37
6273,MN,56425,-94.24,46.37
6276,NY,11201,-73.99,40.69
6278,OR,97526,-123.32,42.43
6279,VA,22066,-77.29,39.0
6282,VA,22315,-77.15,38.75
6283,WI,53092,-87.92,43.22
6284,NY,11530,-73.61,40.74
6287,MD,20878,-77.22,39.11
6289,NJ,07024,-73.97,40.86
6291,CA,91040,-118.31,34.26
6292,WI,53562,-89.53,43.09
6294,WA,98029,-122.0,47.57
6296,ME,04043,-70.54,43.39
6297,VA,23434,-76.58,36.75
6299,UT,84041,-111.98,41.09
6301,CA,94707,-122.28,37.89
6303,CA,95054,-121.95,37.39
6304,CA,95113,-121.89,37.34
6305,CA,94583,-121.98,37.77
6306,FL,33351,-80.25,26.19
6310,NC,28451,-78.02,34.22
6311,CA,94086,-122.03,37.37
6315,MO,64154,-94.65,39.25
6317,VA,22701,-77.97,38.49
6318,FL,34145,-81.72,25.96
6322,HI,96816,-157.81,21.28
6325,CA,90017,-118.26,34.05
6326,AZ,85541,-111.32,34.24
6330,IN,46321,-87.51,41.55
6331,CA,90066,-118.43,34.0
6335,IN,46514,-86.0,41.7
6336,MI,49506,-85.61,42.95
6337,NV,89122,-115.05,36.1
6338,CA,93108,-119.65,34.42
6341,OH,43402,-83.62,41.37
6347,IL,60521,-87.93,41.8
6348,UT,84014,-111.89,40.92
6349,CA,92108,-117.1,32.78
6350,IA,52240,-91.53,41.64
6354,FL,33607,-82.49,27.98
6356,MS,39540,-88.88,30.44
6357,CA,92591,-117.14,33.54
6358,CA,92025,-117.09,33.13
6360,CA,93063,-118.72,34.29
6361,CO,80520,-104.94,40.12
6362,FL,32701,-81.37,28.67
6363,WI,53051,-88.11,43.17
6364,FL,32244,-81.74,30.19
6365,CA,94607,-122.28,37.8
6366,TX,78613,-97.81,30.53
6367,CA,91706,-117.98,34.07
6368,IN,46202,-86.16,39.79
6370,CA,92260,-116.36,33.72
6372,TX,76148,-97.26,32.86
6374,KS,66061,-94.78,38.91
6375,TN,37087,-86.29,36.19
6376,CA,93230,-119.68,36.32
6379,CA,90815,-118.11,33.8
6380,NV,89102,-115.18,36.14
6382,AZ,85204,-111.79,33.38
6383,NY,12110,-73.82,42.77
6384,LA,70508,-92.05,30.16
6385,OH,43616,-83.47,41.64
6386,IL,60609,-87.63,41.83
6387,AL,36527,-87.85,30.67
6388,NV,89191,-115.05,36.24
6390,CO,80906,-104.84,38.8
6391,CA,94510,-122.16,38.05
6392,MO,63109,-90.3,38.59
6393,PA,15650,-79.39,40.29
6394,MO,63017,-90.57,38.64
6395,AL,35242,-86.67,33.42
6398,OR,97222,-122.63,45.44
6401,OR,97045,-122.6,45.37
6402,NJ,07604,-74.07,40.86
6404,NY,14454,-77.82,42.8
6406,KS,66212,-94.67,38.97
6408,TX,78759,-97.75,30.39
6409,AZ,85018,-111.98,33.5
6410,WA,98032,-122.25,47.38
6411,IL,60201,-87.7,42.06
6413,CA,95531,-124.2,41.76
6416,FL,32809,-81.4,28.45
6417,OK,74132,-96.01,36.06
6420,FL,33126,-80.26,25.8
6421,CT,06611,-73.23,41.23
6424,CA,91711,-117.72,34.1
6428,CA,95482,-123.2,39.15
6436,NJ,08242,-74.87,39.02
6437,NY,10451,-73.92,40.83
6439,CT,06776,-73.41,41.57
6441,CA,91403,-118.47,34.16
6442,DC,20009,-77.04,38.92
6443,TX,77550,-94.79,29.31
6446,CA,95678,-121.27,38.78
6449,SC,29607,-82.33,34.85
6451,NY,11510,-73.61,40.64
6454,OR,97213,-122.62,45.53
6455,MD,20852,-77.12,39.06
6456,FL,33781,-82.74,27.84
6457,CO,80202,-105.0,39.75
6458,AZ,85249,-111.79,33.25
6459,FL,33124,-80.28,25.72
6460,GA,30339,-84.47,33.88
6461,IA,52240,-91.53,41.66
6463,IN,46260,-86.18,39.91
6465,CA,92649,-118.04,33.72
6467,KS,66210,-94.73,38.93
6468,CA,93625,-119.68,36.63
6471,CA,95129,-121.97,37.32
6474,TX,75211,-96.9,32.76
6475,TX,76063,-97.08,32.58
6476,NC,28403,-77.82,34.22
6477,CA,90068,-118.34,34.11
