,Longitude,Latitude
5883,-122.66,45.53
5885,-111.86,33.64
5886,-117.75,33.65
5887,-112.15,33.61
5888,-118.44,33.99
5890,-75.24,40.24
5891,-84.46,39.36
5902,-87.86,41.99
5904,-120.64,40.41
5906,-79.92,40.46
5908,-117.82,34.06
5910,-79.87,36.15
5914,-78.8,35.87
5917,-119.4,35.4
5918,-82.03,39.99
5924,-119.05,36.08
5929,-118.02,34.11
5931,-98.43,29.49
5932,-72.19,40.96
5934,-104.99,40.09
5935,-78.96,35.97
5937,-117.63,33.56
5939,-73.0,40.82
5940,-77.08,38.77
5941,-90.41,38.56
5943,-82.17,29.16
5944,-111.94,33.62
5945,-117.25,32.85
5948,-122.17,47.54
5949,-105.13,40.19
5950,-84.75,39.51
5952,-115.23,36.24
5953,-96.77,32.87
5954,-95.52,29.54
5957,-74.01,40.71
5959,-121.64,39.15
5967,-84.56,34.01
5970,-82.92,40.26
5971,-76.22,40.03
5973,-114.57,35.15
5974,-114.33,48.24
5981,-159.32,22.06
5983,-121.99,37.29
5986,-71.12,42.37
5987,-115.21,36.0
5989,-117.91,34.03
5995,-96.85,32.86
5996,-87.63,41.88
5997,-97.95,29.9
5999,-111.93,33.5
6003,-87.64,41.93
6005,-83.92,35.96
6008,-122.63,47.62
6010,-82.73,27.77
6011,-81.59,28.36
6012,-76.53,37.4
6013,-84.75,33.4
6018,-116.9,33.93
6019,-121.91,37.3
6021,-83.27,42.36
6022,-95.25,29.94
6023,-74.44,40.52
6026,-78.44,38.13
6027,-76.77,39.41
6028,-98.46,29.51
6030,-121.12,38.69
6031,-82.44,38.42
6032,-93.28,44.96
6034,-89.9,35.11
6035,-86.83,33.45
6038,-111.75,33.38
6040,-111.81,33.34
6042,-75.54,40.61
6045,-119.95,39.25
6046,-119.04,34.23
6049,-73.08,41.82
6050,-97.8,31.15
6054,-95.15,29.54
6056,-80.05,40.55
6063,-116.96,32.81
6065,-96.77,32.86
6066,-80.1,26.39
6067,-102.13,32.03
6068,-81.7,26.07
6069,-118.01,33.95
6071,-122.99,45.52
6077,-71.15,42.41
6078,-73.8,40.95
6079,-83.47,42.37
6080,-82.5,28.09
6081,-117.99,33.85
6083,-121.93,37.49
6084,-83.18,42.56
6085,-83.97,36.01
6086,-87.65,41.91
6089,-81.48,41.12
6094,-115.17,36.12
6095,-123.82,46.97
6096,-91.47,44.8
6099,-74.0,40.76
6100,-95.1,29.55
6101,-77.11,39.04
6102,-113.6,37.13
6103,-93.18,44.72
6104,-81.51,41.08
6105,-111.72,32.88
6106,-85.35,34.97
6108,-95.69,29.91
6109,-83.12,40.1
6111,-114.04,35.24
6112,-75.7,39.45
6113,-95.15,29.54
6115,-76.79,39.17
6116,-121.47,38.57
6118,-118.15,34.02
6119,-79.75,40.59
6120,-79.48,36.08
6122,-94.38,44.87
6123,-80.94,35.22
6125,-117.07,32.66
6130,-84.42,38.02
6131,-87.92,41.51
6132,-117.1,32.94
6133,-83.18,42.52
6135,-94.72,38.95
6137,-72.92,41.69
6140,-121.27,38.68
6142,-88.13,43.19
6143,-83.62,42.52
6145,-111.06,45.7
6146,-105.26,40.01
6148,-86.18,41.73
6149,-122.32,47.71
6151,-82.73,28.01
6152,-120.49,35.04
6154,-74.01,40.7
6155,-88.04,42.05
6160,-88.98,42.24
6161,-111.93,33.49
6163,-87.74,42.01
6164,-71.41,41.82
6169,-94.7,37.44
6173,-71.35,42.86
6178,-92.14,37.82
6179,-81.13,35.26
6181,-76.66,37.25
6182,-95.84,29.77
6184,-95.51,30.07
6186,-82.92,42.52
6188,-81.23,32.14
6189,-84.34,33.93
6190,-122.35,47.62
6192,-71.19,42.33
6193,-105.08,39.84
6194,-118.33,34.04
6195,-122.2,47.61
6196,-104.63,38.27
6197,-97.24,37.74
6199,-117.68,33.68
6200,-121.45,38.42
6201,-80.82,32.24
6203,-71.18,42.37
6204,-77.37,35.61
6206,-94.82,29.27
6207,-122.45,37.79
6209,-88.22,40.11
6210,-111.9,33.3
6218,-122.83,47.45
6221,-80.84,28.55
6222,-117.96,34.02
6223,-117.57,34.11
6227,-121.8,37.98
6229,-84.51,39.14
6231,-87.64,41.88
6232,-122.34,47.63
6233,-122.41,37.66
6234,-121.94,37.35
6236,-122.17,47.67
6238,-84.71,38.05
6239,-83.97,43.48
6240,-73.69,40.75
6242,-117.84,33.83
6243,-77.14,38.77
6246,-121.92,37.37
6248,-117.73,34.0
6250,-79.42,35.16
6253,-117.21,34.07
6254,-76.12,43.16
6255,-97.04,33.13
6256,-116.41,43.66
6259,-81.81,24.56
6262,-118.12,33.81
6265,-88.54,44.04
6266,-117.12,33.12
6268,-73.55,41.07
6271,-82.71,34.89
6272,-72.07,41.37
6273,-94.24,46.37
6276,-73.99,40.69
6278,-123.32,42.43
6279,-77.29,39.0
6282,-77.15,38.75
6283,-87.92,43.22
6284,-73.61,40.74
6287,-77.22,39.11
6289,-73.97,40.86
6291,-118.31,34.26
6292,-89.53,43.09
6294,-122.0,47.57
6296,-70.54,43.39
6297,-76.58,36.75
6299,-111.98,41.09
6301,-122.28,37.89
6303,-121.95,37.39
6304,-121.89,37.34
6305,-121.98,37.77
6306,-80.25,26.19
6310,-78.02,34.22
6311,-122.03,37.37
6315,-94.65,39.25
6317,-77.97,38.49
6318,-81.72,25.96
6322,-157.81,21.28
6325,-118.26,34.05
6326,-111.32,34.24
6330,-87.51,41.55
6331,-118.43,34.0
6335,-86.0,41.7
6336,-85.61,42.95
6337,-115.05,36.1
6338,-119.65,34.42
6341,-83.62,41.37
6347,-87.93,41.8
6348,-111.89,40.92
6349,-117.1,32.78
6350,-91.53,41.64
6354,-82.49,27.98
6356,-88.88,30.44
6357,-117.14,33.54
6358,-117.09,33.13
6360,-118.72,34.29
6361,-104.94,40.12
6362,-81.37,28.67
6363,-88.11,43.17
6364,-81.74,30.19
6365,-122.28,37.8
6366,-97.81,30.53
6367,-117.98,34.07
6368,-86.16,39.79
6370,-116.36,33.72
6372,-97.26,32.86
6374,-94.78,38.91
6375,-86.29,36.19
6376,-119.68,36.32
6379,-118.11,33.8
6380,-115.18,36.14
6382,-111.79,33.38
6383,-73.82,42.77
6384,-92.05,30.16
6385,-83.47,41.64
6386,-87.63,41.83
6387,-87.85,30.67
6388,-115.05,36.24
6390,-104.84,38.8
6391,-122.16,38.05
6392,-90.3,38.59
6393,-79.39,40.29
6394,-90.57,38.64
6395,-86.67,33.42
6398,-122.63,45.44
6401,-122.6,45.37
6402,-74.07,40.86
6404,-77.82,42.8
6406,-94.67,38.97
6408,-97.75,30.39
6409,-111.98,33.5
6410,-122.25,47.38
6411,-87.7,42.06
6413,-124.2,41.76
6416,-81.4,28.45
6417,-96.01,36.06
6420,-80.26,25.8
6421,-73.23,41.23
6424,-117.72,34.1
6428,-123.2,39.15
6436,-74.87,39.02
6437,-73.92,40.83
6439,-73.41,41.57
6441,-118.47,34.16
6442,-77.04,38.92
6443,-94.79,29.31
6446,-121.27,38.78
6449,-82.33,34.85
6451,-73.61,40.64
6454,-122.62,45.53
6455,-77.12,39.06
6456,-82.74,27.84
6457,-105.0,39.75
6458,-111.79,33.25
6459,-80.28,25.72
6460,-84.47,33.88
6461,-91.53,41.66
6463,-86.18,39.91
6465,-118.04,33.72
6467,-94.73,38.93
6468,-119.68,36.63
6471,-121.97,37.32
6474,-96.9,32.76
6475,-97.08,32.58
6476,-77.82,34.22
6477,-118.34,34.11
6479,-105.08,39.72
6480,-80.19,25.77
6483,-79.01,34.67
6485,-121.89,37.33
6489,-158.09,21.33
6492,-84.61,35.45
6494,-123.07,44.04
6496,-118.38,34.16
6498,-117.23,33.13
6499,-80.4,37.22
6500,-122.43,47.11
6501,-82.92,40.15
6503,-111.93,33.5
6505,-82.69,27.99
6506,-118.1,33.9
6508,-121.79,37.31
6510,-89.76,30.27
6512,-121.78,37.99
6513,-122.87,45.56
6519,-95.88,41.25
6520,-122.36,47.64
6523,-74.06,40.15
6525,-86.83,36.17
6527,-73.98,40.76
6528,-95.94,36.71
6529,-118.07,34.12
6530,-76.86,40.33
6533,-111.84,33.25
6534,-75.29,40.1
6536,-81.36,28.78
6541,-77.62,37.65
6544,-124.15,40.8
6545,-71.11,42.39
6546,-90.3,38.65
6548,-94.72,39.3
6550,-83.39,42.34
6552,-87.67,41.93
6553,-81.68,30.49
6558,-82.39,28.19
6562,-119.35,36.31
6564,-116.39,43.6
6565,-122.44,37.79
6567,-122.52,37.9
6569,-97.4,42.89
6570,-88.12,30.67
6572,-81.46,28.48
6574,-119.94,38.96
6575,-95.65,29.85
6576,-94.41,38.93
6577,-117.17,32.75
6578,-121.99,36.96
6583,-123.1,44.07
6584,-118.34,33.87
6585,-117.32,33.13
6586,-117.11,32.95
6587,-104.88,39.55
6588,-122.23,47.54
6590,-124.14,40.81
6591,-122.23,40.16
6596,-98.66,29.55
6599,-84.22,31.62
6600,-94.59,39.1
6601,-93.39,45.03
6602,-71.17,42.26
6603,-84.81,38.18
6605,-77.11,38.96
6608,-105.31,39.53
6609,-110.98,32.32
6611,-75.27,40.69
6612,-84.88,35.16
6615,-87.82,42.09
6616,-86.57,34.69
6618,-119.7,34.42
6621,-118.32,34.07
6624,-121.49,38.58
6628,-117.74,34.01
6632,-84.42,39.16
6634,-73.99,40.76
6636,-111.83,40.39
6638,-95.47,29.71
6643,-74.88,40.18
6646,-91.7,41.97
6649,-122.66,45.53
6650,-75.03,39.94
6651,-117.59,34.11
6653,-82.79,27.84
6656,-115.14,36.04
6659,-71.55,42.21
6660,-86.59,36.35
6662,-94.72,38.89
6664,-122.48,45.59
6665,-117.81,33.75
6667,-120.08,36.95
6669,-97.04,32.97
6670,-73.97,40.76
6671,-96.28,30.59
6675,-73.97,40.76
6684,-118.79,34.26
6685,-93.0,45.27
6686,-77.45,38.96
6688,-87.67,42.05
6689,-73.03,41.58
6690,-117.85,33.79
6691,-121.9,36.98
6693,-122.09,37.96
6695,-80.38,25.76
6697,-121.06,37.69
6700,-98.65,29.57
6701,-96.16,41.26
6702,-73.66,40.58
6707,-97.73,32.46
6708,-122.34,47.78
6709,-106.57,35.1
6710,-84.01,35.11
6712,-73.25,40.74
6713,-75.42,40.66
6714,-116.24,43.64
6715,-84.19,34.02
6718,-96.05,41.25
6721,-80.16,40.45
6722,-95.41,29.78
6723,-73.43,40.68
6727,-83.3,30.88
6728,-112.39,33.61
6729,-115.06,36.02
6731,-157.93,21.38
6735,-80.09,26.93
6737,-117.16,32.75
6738,-95.63,29.59
6739,-87.76,42.08
6740,-97.48,37.68
6745,-75.98,40.34
6749,-122.23,47.2
6750,-86.85,36.12
6751,-122.29,47.79
6753,-108.58,45.77
6755,-90.38,38.56
6758,-93.06,45.08
6759,-77.07,38.91
6761,-87.62,41.89
6763,-115.17,36.11
6764,-115.75,40.85
6765,-80.34,26.0
6767,-117.55,34.07
6768,-74.95,40.36
6769,-121.95,37.76
6771,-117.16,32.71
6772,-122.47,37.76
6773,-74.0,40.74
6774,-81.37,40.88
6776,-86.17,39.78
6777,-106.53,35.09
6778,-97.13,32.94
6779,-84.42,39.01
6780,-84.01,33.87
6783,-90.07,29.95
6784,-82.54,27.97
6785,-86.21,43.16
6787,-111.0,32.3
6789,-84.26,35.8
6790,-81.43,28.49
6791,-104.8,38.94
6792,-85.57,38.29
6793,-90.26,38.64
6794,-87.35,36.53
6795,-111.93,33.42
6797,-74.13,40.94
6800,-73.97,40.68
6802,-84.54,34.08
6803,-123.04,44.91
6804,-106.93,38.55
6805,-105.3,39.53
6807,-104.7,38.72
6808,-96.79,39.08
6810,-121.16,38.65
6811,-91.01,30.36
6812,-73.78,42.65
6816,-77.07,38.9
6817,-120.97,38.66
6818,-74.0,40.73
6821,-81.29,28.6
6822,-110.8,32.12
6823,-96.8,32.79
6829,-122.82,47.04
6836,-77.1,38.98
6837,-86.78,36.16
6838,-81.64,30.48
6840,-118.44,34.16
6841,-77.33,38.65
6842,-84.93,32.37
6843,-97.34,32.74
6846,-75.15,40.69
6847,-98.56,29.45
6849,-71.1,42.35
6850,-83.11,42.5
6852,-122.43,37.63
6854,-111.81,33.33
6859,-87.73,41.72
6860,-118.92,34.4
6865,-77.03,38.9
6869,-95.49,30.04
6870,-111.0,32.24
6871,-78.64,35.84
6873,-76.07,36.82
6874,-87.72,43.76
6877,-87.79,41.6
6878,-93.28,44.71
6879,-77.06,38.87
6881,-73.7,40.84
6882,-95.47,30.17
6888,-81.43,28.49
6891,-79.52,36.07
6898,-112.34,33.46
6900,-121.27,38.73
6901,-87.28,30.35
6903,-117.89,33.7
6904,-73.97,40.85
6905,-81.95,41.46
6906,-73.7,40.71
6908,-118.24,34.14
6910,-122.57,38.11
6911,-86.7,36.3
6912,-149.89,61.13
6913,-86.1,39.67
6914,-83.41,33.95
6915,-123.02,44.06
6917,-118.62,34.19
6918,-118.26,34.23
6919,-95.46,30.16
6920,-97.62,35.55
6922,-71.07,42.4
6923,-122.14,47.63
6924,-89.71,39.75
6928,-84.38,39.2
6929,-73.96,40.76
6930,-119.79,36.85
6931,-77.24,38.93
6935,-82.55,35.48
6936,-104.92,39.65
6937,-84.08,33.98
6938,-76.88,38.67
6943,-90.52,38.62
6948,-77.35,38.85
6950,-95.15,29.65
6951,-84.49,42.73
6952,-75.5,39.8
6955,-82.51,35.44
6959,-75.03,39.93
6960,-90.42,38.7
6963,-121.95,37.31
6966,-76.21,36.87
6967,-122.73,45.51
6968,-85.93,41.7
6970,-122.53,45.56
6971,-117.24,34.05
6973,-122.2,47.98
6974,-122.72,38.35
6976,-83.35,34.0
6977,-119.76,36.64
6979,-80.18,25.78
6980,-88.08,41.94
6985,-104.61,39.36
6987,-77.14,38.87
6988,-71.4,42.31
6989,-95.55,29.74
6992,-117.84,33.88
6993,-122.81,45.44
6994,-84.66,39.19
6995,-118.08,34.04
6998,-87.8,41.68
6999,-122.33,37.58
7000,-122.3,38.31
7001,-117.02,32.77
7002,-85.86,41.6
7003,-72.68,41.75
7004,-121.74,37.96
7005,-95.94,36.09
7006,-122.21,47.78
7010,-74.0,40.79
7012,-83.0,39.97
7013,-122.34,47.62
7014,-86.82,33.65
7015,-121.84,38.46
7017,-98.52,29.56
7018,-87.88,41.87
7020,-74.0,40.73
7023,-73.26,41.14
7025,-158.09,21.33
7027,-81.39,30.25
7028,-78.85,35.82
7031,-118.09,33.86
7033,-83.3,42.33
7034,-122.03,47.7
7035,-81.44,41.52
7037,-117.88,33.88
7038,-119.56,36.71
7039,-98.61,29.47
7044,-71.06,42.35
7046,-122.02,37.93
7047,-149.86,61.14
7048,-88.31,41.89
7049,-76.74,39.15
7050,-79.84,40.14
7051,-85.58,38.23
7052,-80.15,40.44
7054,-85.79,42.91
7055,-86.31,30.38
7056,-73.81,42.74
7057,-118.38,34.08
7058,-89.87,35.17
7059,-90.18,30.0
7060,-117.13,32.96
7063,-80.14,25.96
7064,-121.79,39.72
7065,-72.52,42.38
7068,-71.11,42.35
7069,-71.18,42.32
7070,-117.88,33.91
7072,-117.89,33.88
7073,-97.06,32.64
7074,-79.01,33.8
7077,-117.18,33.94
7078,-104.94,39.69
7082,-75.45,39.69
7086,-122.4,37.79
7087,-117.28,47.68
7088,-118.15,34.15
7089,-85.66,40.14
7090,-118.31,33.76
7091,-95.62,29.92
7095,-117.77,34.12
7101,-102.12,32.02
7103,-117.0,32.64
7104,-77.17,38.88
7106,-117.61,34.13
7107,-111.94,40.59
7108,-86.16,39.97
7109,-116.46,33.82
7114,-112.43,34.55
7115,-77.09,38.83
7117,-122.2,47.62
7119,-122.06,37.9
7121,-83.5,42.65
7123,-85.78,42.97
7124,-119.09,35.32
7125,-81.69,41.51
7126,-84.22,33.47
7128,-84.53,38.23
7129,-121.46,38.57
7130,-72.99,40.82
7131,-95.72,29.79
7132,-122.55,45.78
7133,-86.33,40.76
7134,-80.86,35.35
7136,-95.54,29.78
7138,-118.13,34.15
7139,-89.78,43.58
7140,-74.62,40.57
7142,-122.4,37.8
7145,-121.64,37.13
7146,-87.85,42.72
7149,-81.62,41.5
7151,-86.74,34.75
7154,-117.61,34.11
7155,-84.56,33.38
7156,-70.93,42.11
7157,-115.31,36.11
7160,-88.11,43.02
7162,-81.83,41.31
7164,-111.87,33.43
7167,-122.48,47.24
7168,-89.53,37.31
7170,-87.63,41.89
7172,-118.24,34.06
7174,-122.21,47.88
7175,-93.73,32.39
7177,-118.09,33.86
7178,-115.18,36.18
7180,-82.58,39.72
7182,-104.97,39.71
7184,-81.45,28.47
7186,-80.01,37.22
7189,-119.72,36.77
7191,-71.05,42.36
7194,-97.14,32.68
7197,-117.23,33.08
7198,-80.27,36.09
7199,-122.06,47.55
7200,-81.4,28.45
7201,-96.97,33.01
7204,-158.03,21.39
7205,-118.15,34.12
7207,-77.58,43.2
7208,-74.38,41.45
7210,-83.74,42.27
7213,-117.0,46.41
7218,-84.38,39.27
7219,-81.66,36.2
7220,-96.73,33.13
7222,-95.57,29.56
7223,-82.33,27.92
7225,-91.82,29.98
7226,-121.91,37.25
7227,-89.52,43.06
7228,-84.27,34.02
7230,-81.8,26.14
7231,-97.24,37.69
7233,-120.66,35.62
7235,-74.08,40.92
7237,-122.48,37.7
7240,-111.88,34.58
7241,-105.08,39.84
7242,-96.11,36.13
7243,-117.95,33.69
7244,-73.99,40.75
7248,-96.8,32.8
7249,-111.9,33.31
7251,-76.6,39.4
7252,-85.49,38.34
7254,-95.39,29.77
7255,-122.23,37.77
7256,-115.33,36.16
7257,-112.12,33.64
7260,-80.94,35.14
7261,-75.61,38.34
7264,-92.25,38.59
7265,-121.38,38.61
7266,-98.64,29.52
7271,-82.43,28.07
7272,-73.97,40.79
7273,-98.19,26.31
7274,-73.98,40.75
7275,-122.32,37.92
7276,-77.51,37.59
7278,-98.43,29.67
7281,-115.19,36.14
7283,-95.38,29.77
7284,-73.98,40.75
7287,-122.31,47.61
7290,-120.21,39.33
7291,-117.22,33.16
7292,-84.33,39.5
7294,-122.11,37.99
7297,-73.91,40.88
7300,-121.1,38.94
7303,-118.01,33.77
7306,-73.97,40.79
7309,-80.12,25.93
7311,-122.98,44.97
7315,-73.27,41.33
7317,-88.37,43.05
7318,-117.14,32.92
7321,-84.41,33.8
7322,-76.6,38.55
7323,-105.16,39.97
7324,-84.53,33.88
7325,-88.16,41.75
7326,-84.67,43.38
7327,-80.25,26.24
7329,-81.75,30.15
7330,-77.09,35.1
7331,-84.59,34.0
7332,-82.08,41.41
7336,-97.37,31.07
7337,-104.85,38.9
7338,-117.11,32.94
7339,-75.6,39.78
7341,-118.26,34.05
7343,-90.31,38.66
7345,-97.57,35.51
7346,-70.49,41.62
7347,-96.83,33.03
7348,-83.52,35.71
7349,-112.23,33.65
7350,-93.15,44.94
7351,-80.94,35.23
7352,-87.23,30.53
7354,-72.71,40.92
7356,-73.85,42.69
7358,-122.45,47.22
7359,-97.76,30.22
7361,-96.12,41.54
7363,-93.76,32.4
7366,-116.3,33.68
7369,-83.47,42.49
7376,-73.8,42.73
7377,-118.38,33.9
7380,-87.91,41.98
7384,-94.44,39.05
7387,-117.15,32.77
7388,-117.93,34.92
7390,-86.08,42.78
7392,-116.98,32.84
7393,-97.41,32.34
7394,-122.24,47.59
7397,-115.28,36.29
7401,-85.62,38.25
7405,-122.38,47.65
7407,-122.78,45.42
7409,-77.98,39.45
7410,-80.03,40.34
7411,-96.78,32.79
7412,-120.44,34.94
7415,-95.62,29.76
7417,-78.5,35.94
7418,-118.5,34.03
7420,-149.43,60.13
7421,-81.76,26.53
7424,-110.97,32.29
7426,-86.16,39.77
7427,-114.65,32.68
7428,-117.97,33.88
7429,-87.67,41.9
7432,-121.42,38.46
7437,-116.97,32.65
7438,-121.3,37.97
7439,-80.13,26.16
7440,-81.56,30.63
7442,-97.33,32.75
7444,-83.23,42.14
7445,-121.86,37.25
7447,-123.05,44.95
7448,-77.09,38.89
7450,-122.54,47.22
7452,-122.21,47.71
7453,-118.41,34.2
7455,-117.34,33.98
7459,-156.45,20.75
7461,-73.97,40.76
7462,-84.49,38.03
7467,-117.18,46.72
7468,-73.99,40.75
7469,-94.15,36.28
7472,-87.82,42.08
7473,-79.7,40.43
7474,-80.12,26.15
7479,-81.64,31.97
7480,-77.07,39.13
7482,-80.28,36.14
7483,-95.81,36.06
7484,-76.8,40.31
7485,-95.47,29.82
7486,-121.29,38.76
7488,-71.12,42.37
7491,-122.41,47.19
7494,-98.57,29.52
7498,-118.62,34.5
7501,-76.39,37.04
7502,-121.5,38.48
7503,-73.13,41.2
7504,-110.94,31.37
7505,-117.87,33.79
7507,-77.0,38.89
7509,-74.89,39.98
7510,-96.23,41.23
7513,-121.19,37.8
7514,-80.27,26.01
7517,-123.2,39.13
7519,-74.41,40.64
7520,-115.09,36.03
7523,-79.96,37.25
7524,-80.03,37.3
7526,-76.06,36.75
7528,-95.43,30.05
7529,-96.66,32.86
7532,-96.83,33.04
7535,-117.84,33.8
7536,-118.37,33.77
7537,-117.21,32.75
7539,-87.63,41.9
7542,-115.17,36.11
7543,-122.68,45.52
7544,-96.02,41.14
7545,-73.2,42.47
7547,-156.45,20.73
7554,-95.56,29.9
7555,-73.96,40.61
7556,-77.1,38.9
7557,-121.26,38.81
7558,-88.9,30.46
7561,-110.89,32.25
7563,-119.05,35.34
7564,-131.67,55.35
7565,-84.43,33.64
7568,-80.08,26.37
7570,-87.88,41.95
7572,-73.99,44.29
7573,-114.32,43.53
7574,-119.7,36.84
7575,-76.04,36.88
7579,-117.35,34.47
7582,-104.94,39.94
7584,-81.32,28.6
7587,-122.68,45.52
7593,-122.68,45.52
7594,-109.92,31.4
7598,-117.15,32.96
7602,-122.03,37.39
7604,-81.87,26.64
7606,-117.67,33.66
7609,-122.41,37.62
7611,-78.94,35.91
7613,-90.26,38.56
7615,-76.88,38.99
7616,-77.18,38.93
7617,-106.57,35.1
7618,-80.39,33.96
7619,-87.74,41.71
7620,-93.02,45.07
7621,-87.9,41.81
7622,-116.35,43.66
7623,-109.84,32.26
7626,-82.15,27.01
7627,-121.93,37.69
7629,-75.91,42.1
7632,-87.7,42.04
7633,-122.87,42.35
7634,-118.53,34.46
7635,-118.47,34.22
7641,-82.96,41.37
7644,-73.99,40.75
7645,-84.1,39.66
7649,-118.37,33.9
7652,-83.06,42.35
7653,-106.26,42.85
7654,-118.49,34.16
7657,-104.9,39.76
7661,-121.79,36.65
7664,-81.46,28.47
7666,-89.93,38.57
7668,-119.75,36.84
7671,-120.29,47.41
7676,-90.19,29.96
7677,-115.21,36.14
7679,-97.6,30.47
7680,-75.24,40.27
7681,-122.31,47.62
7683,-106.6,35.09
7684,-85.65,40.07
7685,-87.49,37.98
7686,-84.3,30.44
7687,-77.46,43.21
7691,-117.56,33.98
7693,-90.13,30.0
7696,-73.62,40.81
7697,-85.65,30.22
7698,-74.01,40.72
7700,-96.66,40.72
7705,-71.12,44.02
7706,-87.72,41.71
7708,-122.77,38.45
7709,-106.78,32.29
7711,-92.72,44.96
7714,-110.83,32.23
7716,-117.76,33.67
7717,-85.14,41.11
7718,-121.05,37.7
7719,-122.28,37.56
7722,-74.47,40.81
7726,-159.46,21.88
7729,-76.73,38.98
7731,-87.74,41.65
7732,-122.86,45.48
7736,-75.75,39.6
7739,-123.38,48.11
7742,-97.79,30.23
7746,-96.81,33.1
7748,-83.09,40.1
7749,-71.05,42.36
7751,-78.85,35.88
7752,-157.92,21.34
7755,-74.66,40.35
7758,-96.64,32.96
7760,-84.43,42.68
7763,-84.17,34.0
7766,-70.89,42.52
7767,-121.8,37.65
7768,-122.17,47.57
7770,-122.09,37.67
7772,-71.14,42.45
7774,-101.92,34.98
7776,-78.99,35.95
7778,-117.85,33.76
7779,-77.38,38.86
7781,-71.19,42.48
7782,-84.31,30.45
7784,-72.6,41.28
7788,-120.87,37.06
7790,-118.03,33.89
7791,-117.23,32.87
7792,-121.31,38.59
7794,-101.06,39.36
7795,-81.6,30.35
7796,-71.19,42.18
7797,-122.25,38.17
7798,-116.99,32.84
7799,-118.04,34.58
7802,-82.76,27.81
7804,-84.18,35.88
7805,-77.06,38.91
7808,-120.99,37.69
7809,-84.39,33.76
7810,-87.94,42.38
7811,-74.74,39.55
7813,-116.64,35.3
7814,-89.73,35.05
7816,-121.59,37.01
7817,-88.25,42.22
7818,-93.35,45.2
7820,-117.88,33.7
7822,-97.69,30.63
7823,-104.86,39.41
7824,-74.68,40.29
7825,-85.74,42.97
7828,-121.99,47.2
7833,-80.38,25.79
7834,-122.6,45.64
7835,-84.5,39.39
7838,-96.68,32.93
7840,-81.49,40.99
7844,-121.85,37.7
7845,-122.03,37.04
7846,-81.48,31.2
7847,-77.06,38.86
7849,-87.97,42.38
7850,-71.39,42.3
7851,-81.79,26.49
7852,-82.41,29.66
7853,-122.25,37.83
7854,-97.04,33.13
7862,-97.07,36.73
7865,-87.98,41.81
7869,-157.84,21.28
7873,-122.21,47.96
7874,-80.13,25.77
7875,-96.49,41.45
7878,-117.87,33.81
7880,-81.16,34.08
7883,-97.32,27.88
7886,-122.01,37.06
7887,-122.78,48.11
7888,-121.49,38.57
7889,-82.37,36.3
7890,-81.72,30.1
7891,-82.93,42.51
7892,-80.04,40.4
7894,-77.32,38.8
7895,-97.13,32.58
7899,-88.34,42.03
7900,-82.91,40.05
7903,-122.88,42.35
7905,-117.84,33.82
7907,-89.13,41.36
7910,-117.25,32.95
7911,-73.53,40.79
7913,-122.59,45.59
7917,-76.86,39.22
7919,-118.25,33.98
7923,-85.07,41.13
7925,-71.04,42.35
7928,-78.78,35.76
7929,-112.03,33.51
7934,-84.39,39.3
7935,-97.46,35.64
7938,-73.63,41.02
7940,-117.37,33.88
7941,-82.17,29.16
7942,-90.53,41.57
7943,-111.86,33.23
7945,-79.09,35.83
7946,-83.61,41.66
7948,-96.73,32.81
7951,-118.08,45.32
7954,-117.31,33.1
7955,-77.23,38.88
7956,-95.88,36.06
7957,-81.31,28.43
7959,-84.33,33.82
7962,-86.16,39.95
7963,-76.95,38.63
7965,-81.48,41.46
7967,-81.24,28.39
7969,-71.07,42.15
7971,-121.27,37.96
7972,-83.11,40.31
7974,-82.15,28.03
7977,-119.81,36.81
7978,-83.17,42.55
7979,-77.56,43.13
7980,-119.09,35.31
7982,-84.51,39.09
7985,-117.86,34.14
7987,-81.67,41.29
7988,-122.46,37.76
7990,-124.29,42.05
7992,-117.74,33.65
7993,-98.58,29.53
7995,-82.37,36.34
7997,-94.36,35.47
7998,-80.05,40.62
7999,-77.14,38.9
8000,-95.03,29.65
8001,-111.73,33.45
8002,-76.93,39.02
8004,-108.15,36.77
8005,-122.04,37.93
8006,-121.92,37.77
8009,-122.13,38.22
8012,-99.5,27.55
8013,-84.21,37.99
8015,-122.17,38.07
8016,-84.39,33.75
8019,-111.95,33.31
8022,-111.97,33.31
8028,-78.93,39.65
8030,-117.15,32.91
8031,-111.68,33.47
8032,-74.0,40.61
8034,-77.13,38.85
8036,-110.87,33.4
8038,-76.98,38.9
8039,-86.67,36.13
8041,-119.83,36.81
8042,-117.67,33.56
8047,-73.99,41.97
8050,-94.61,38.89
8052,-79.8,40.57
8056,-77.03,38.99
8058,-117.25,32.75
8059,-120.8,38.37
8064,-118.17,33.8
8065,-118.4,33.94
8067,-118.15,34.11
8068,-88.34,42.17
8069,-76.78,39.96
8070,-77.01,40.25
8071,-112.05,43.5
8074,-88.05,42.99
8075,-121.29,38.59
8076,-122.39,37.79
8078,-71.41,41.83
8080,-115.28,36.05
8082,-122.86,42.36
8083,-121.95,37.25
8087,-118.54,34.24
8088,-93.24,44.86
8089,-87.68,30.3
8090,-88.31,41.91
8091,-122.3,47.58
8092,-122.9,47.04
8093,-76.84,39.18
8094,-80.08,37.29
8095,-95.73,39.05
8098,-117.22,32.74
