PostalCode,Median_Income,Population,Median_age,Keydemo_per
64001,49063,716,47.1,0.11592178770949721
64011,67036,3210,45.8,0.14890965732087227
64012,64381,27384,37.8,0.19259421560035056
64014,77755,25490,36,0.17387210670851314
64015,72834,30754,37.8,0.17584704428692202
64016,59606,4715,40,0.1630965005302227
64017,62917,428,46.1,0.15186915887850466
64018,91875,884,36.7,0.1346153846153846
64019,67790,2225,39.4,0.251685393258427
64020,63306,3924,43.7,0.18679918450560654
64021,49423,739,46.8,0.08119079837618404
64022,36250,134,48,0.08955223880597014
64024,60120,16517,39,0.18810922080280923
64029,78320,18307,35.8,0.17523351723384498
64030,46902,24983,34.2,0.25145098667093624
64034,103947,9301,38.5,0.1431028921621331
64035,60000,1072,41.5,0.13805970149253732
64036,49063,340,37.2,0.21470588235294116
64037,55726,5806,39.9,0.19169824319669307
64040,53904,5955,43.5,0.16943744752308984
64048,78571,4205,46.5,0.1581450653983353
64050,38872,22614,36.3,0.22605465640753516
64052,44451,20854,40.5,0.16860074805792655
64053,38209,5985,31.6,0.22205513784461153
64054,39389,3055,38.9,0.21178396072013092
64055,56063,33350,46.1,0.1734632683658171
64056,62225,16718,32,0.1861466682617538
64057,63237,14232,44.8,0.18465430016863407
64058,65842,6852,38.4,0.16491535318155284
64060,85402,15092,39.6,0.15312748476013782
64061,68094,2944,49.5,0.10258152173913043
64062,66977,5784,41.8,0.18896957123098201
64063,68003,20102,36,0.21475475077106757
64064,103970,18771,41.6,0.14058920675510095
64065,51250,41,19.8,0.14634146341463414
64066,83750,25,34.1,0.32
64067,57817,5404,42.6,0.18745373797187267
64068,76159,38777,39,0.1850581530288573
64070,75313,3464,46.1,0.12297921478060046
64071,56154,589,55.7,0.14261460101867574
64072,48255,536,53.6,0.13805970149253732
64074,67019,657,50.8,0.0974124809741248
64075,74032,12638,38.7,0.15849026744738093
64076,58967,9134,42.4,0.15382088898620538
64077,67656,1690,44.5,0.2136094674556213
64078,69155,9873,41.9,0.15091664134508254
64079,86756,14616,36.6,0.17398741105637658
64080,77467,13212,37.6,0.16053587647593098
64081,88892,24507,41.4,0.14126576080303588
64082,120288,17004,38.1,0.1142672312397083
64083,83027,23230,41.8,0.1532501076194576
64084,57901,1572,50.8,0.07633587786259542
64085,56439,8377,41.4,0.17727109943893996
64086,86949,22940,37,0.17545771578029642
64088,62168,1335,45,0.13782771535580524
64089,85323,13448,38.2,0.17162403331350387
64090,42969,123,41.1,0.11382113821138211
64092,-,107,5.2,0.308411214953271
64093,52609,28276,27.9,0.3292898571226482
64096,51522,1145,39.6,0.1685589519650655
64097,58646,1350,39.2,0.13037037037037036
64098,71250,3274,45.9,0.129505192425168
64101,-,322,36.6,0.4503105590062112
64105,58966,5003,29.6,0.6220267839296422
64106,33770,9798,29.2,0.38793631353337416
64108,51406,8450,34.6,0.3551479289940828
64109,32218,9744,36.8,0.30849753694581283
64110,44078,16619,30.7,0.34015283711414646
64111,51413,17942,31.6,0.4804369635492141
64112,75017,8666,33.9,0.40099238402954074
64113,138220,12129,42.1,0.15524775331849286
64114,65833,24548,39.4,0.2775378849600782
64116,51801,15824,41,0.2704752275025278
64117,45572,14244,35.8,0.22325189553496208
64118,57392,42952,35.5,0.23775377165207673
64119,68553,28513,38.2,0.22649317855013504
64120,38056,406,39.5,0.15024630541871922
64123,36915,9830,33.2,0.17650050864699898
64124,31279,11366,32.8,0.1983987330635228
64125,28269,1740,31.8,0.2632183908045977
64126,26388,6606,29,0.16197396306388132
64127,27013,15772,35.4,0.17987572914024855
64128,26535,11844,37.6,0.17738939547450186
64129,41078,8615,35.1,0.22426001160766107
64130,32367,20170,39.1,0.18071393158155677
64131,45186,22676,37.2,0.26309754806844243
64132,37772,14206,32.4,0.2263832183584401
64133,52291,34958,41.1,0.18828308255621032
64134,42906,23219,30.6,0.2410525862440243
64136,35302,2089,41.6,0.21014839636189564
64137,54460,10961,31.6,0.30070249064866345
64138,46104,25417,38.1,0.19880395011212967
64139,112846,2362,37.7,0.1367485182049111
64145,76190,5060,52.9,0.12786561264822136
64146,65136,1618,50.1,0.18974042027194066
64147,7784,602,18.4,0.3106312292358804
64149,118906,330,50,0.12727272727272726
64150,34441,3427,36.6,0.2337321272249781
64151,72957,27061,38,0.2218691105280662
64152,94284,29029,39.5,0.16827999586620276
64153,83039,5725,36.1,0.19668122270742358
64154,83375,11258,36,0.23458873689820572
64155,85275,23905,36.7,0.2121731855260406
64156,113654,8168,33.7,0.19649853085210578
64157,112159,20051,33.9,0.14009276345319435
64158,85837,5096,34.1,0.18406593406593408
64161,68333,359,46.1,0.18384401114206128
64163,46111,870,44.7,0.2540229885057471
64164,-,238,54,0.0
64165,-,503,15.9,0.0
64166,55521,199,65.9,0.0
64167,128833,572,33.9,0.32342657342657344
64401,68920,1248,46.5,0.1858974358974359
64402,43826,2595,41.4,0.16801541425818883
64420,57500,67,53.5,0.2537313432835821
64421,51250,927,40.9,0.20819848975188782
64422,92845,418,41.1,0.13157894736842105
64423,66071,840,40.4,0.20714285714285716
64424,41538,4302,43.7,0.12807996280799627
64426,39750,389,52.1,0.17480719794344474
64427,53250,604,44.5,0.16225165562913907
64428,38516,789,31.9,0.24968314321926488
64429,52879,12961,38.7,0.2205076768767842
64430,59306,810,56,0.20246913580246914
64431,60938,292,55,0.06506849315068493
64432,48125,130,43.9,0.2230769230769231
64433,57188,289,22.1,0.2629757785467128
64434,61563,478,51.5,0.11506276150627615
64436,61750,821,43.5,0.16321559074299635
64437,41250,530,54.9,0.10943396226415095
64438,41250,144,49.9,0.14583333333333334
64439,71336,1453,42.2,0.11218169304886441
64440,71000,667,48.4,0.13493253373313344
64441,47188,95,58.6,0.2
64442,42000,886,40.9,0.1489841986455982
64443,80905,1708,43.6,0.1211943793911007
64444,72578,1355,41.1,0.18745387453874537
64445,37292,238,46,0.2815126050420168
64446,45917,1010,52.3,0.1504950495049505
64448,58375,993,46.1,0.1107754279959718
64449,37750,565,44.5,0.11504424778761062
64451,39531,498,50,0.18473895582329317
64453,50104,201,34.2,0.22885572139303484
64454,61426,2403,47.1,0.15980024968789014
64455,58125,367,53.1,0.17438692098092642
64456,53264,1455,47.8,0.13402061855670103
64457,59333,229,35.8,0.2794759825327511
64458,37083,127,51.5,0.10236220472440945
64459,54167,397,46.8,0.07808564231738035
64461,61071,790,43.2,0.13544303797468354
64463,45179,1564,46.9,0.17263427109974425
64465,63702,4663,42.2,0.15183358352991635
64466,49250,398,51.2,0.13819095477386933
64467,53438,188,49.2,0.23404255319148937
64468,42493,15599,25.9,0.35450990448105646
64469,63750,2212,38.4,0.15370705244122965
64470,54167,1540,46.6,0.12272727272727273
64471,44485,434,45.1,0.18663594470046083
64473,50174,1439,46.7,0.1459346768589298
64474,61161,803,41.8,0.07721046077210461
64475,43036,351,32.6,0.25071225071225073
64476,42917,318,40.7,0.21069182389937108
64477,69950,3506,45.2,0.13976041072447234
64479,53906,901,30.1,0.2741398446170921
64480,61944,175,60,0.06285714285714286
64481,40833,888,49.3,0.1463963963963964
64482,50862,2138,47.8,0.1431244153414406
64483,63523,819,35.9,0.17582417582417584
64484,44792,1047,36.1,0.18624641833810887
64485,51788,7846,41.5,0.18200356869742543
64486,45000,455,49.7,0.1010989010989011
64487,44773,580,49.7,0.16724137931034483
64489,61607,2221,35.6,0.17874831157136425
64490,62792,1801,45.1,0.15713492504164353
64491,50435,1817,43.5,0.16400660429279032
64492,76359,1886,45.4,0.14369034994697774
64493,44509,563,39,0.17229129662522202
64494,57500,902,41.9,0.164079822616408
64496,53333,54,38.5,0.24074074074074073
64497,45729,448,28.7,0.13169642857142858
64498,68500,200,55,0.035
64499,57656,78,38.5,0.23076923076923078
64501,32525,11894,33.9,0.2629056667227173
64503,49167,12425,40.6,0.20458752515090542
64504,52295,11205,36.5,0.19875055778670236
64505,54103,13537,39.6,0.16539853734209944
64506,57600,24180,38.5,0.22787427626137305
64507,58538,13474,36.6,0.19578447380139527
64601,46316,11969,39.5,0.2095413150639151
64620,50536,464,39.2,0.1336206896551724
64622,44583,573,42.1,0.0506108202443281
64623,52500,366,54.7,0.15027322404371585
64624,49458,1457,49,0.1386410432395333
64625,47708,601,45.3,0.13976705490848584
64628,41546,5987,40.2,0.17354267579756139
64630,52188,535,52.9,0.15140186915887852
64631,45125,664,57.4,0.0963855421686747
64632,42083,394,48.1,0.1116751269035533
64633,40795,4719,44.8,0.15787243059970332
64635,51250,548,43.5,0.1678832116788321
64636,33750,295,40.1,0.1694915254237288
64637,47708,553,45.8,0.14828209764918626
64638,50799,733,35.2,0.19099590723055934
64639,45781,202,52.2,0.1188118811881188
64640,51910,2894,44.3,0.15031098825155495
64641,48819,621,50.3,0.17391304347826086
64642,40903,914,36.4,0.16849015317286653
64643,54292,1221,42.6,0.12039312039312039
64644,53365,3552,37.3,0.15934684684684686
64645,58417,187,52.8,0.0855614973262032
64646,38333,160,52.4,0.18125
64647,40781,348,58,0.031609195402298854
64648,55700,2406,25.5,0.17955112219451372
64649,34097,488,58,0.07581967213114754
64650,37500,622,45.5,0.20418006430868169
64651,47011,657,49.3,0.1445966514459665
64652,46250,379,52.3,0.09762532981530343
64653,61000,688,41.8,0.17296511627906977
64654,56429,54,51.3,0.05555555555555555
64655,-,195,58.1,0.010256410256410256
64656,39583,252,39.3,0.24206349206349206
64657,53456,440,28.7,0.20681818181818182
64658,51645,3374,38.8,0.14937759336099585
64659,60069,990,40.7,0.20303030303030303
64660,55938,442,47.5,0.19457013574660634
64661,32375,825,52,0.09454545454545454
64664,58000,374,50.8,0.13368983957219252
64667,54375,447,45.8,0.03803131991051454
64668,54309,1586,45.1,0.21311475409836064
64670,59375,1011,41.9,0.18001978239366964
64671,51667,1928,44.4,0.14107883817427386
64672,28558,227,17,0.06167400881057269
64673,49338,2496,40.7,0.13982371794871795
64674,56250,382,40.6,0.13089005235602094
64676,63333,186,55,0.06989247311827956
64679,53750,798,28.6,0.17293233082706766
64681,47500,151,35.9,0.1456953642384106
64682,58594,349,40.3,0.27507163323782235
64683,44983,7924,40.8,0.19573447753659767
64686,48333,164,54.7,0.10975609756097561
64688,51719,630,40.5,0.10793650793650794
64689,55313,671,45,0.18330849478390462
64701,55045,14240,37.3,0.19234550561797753
64720,52109,3452,45.6,0.15787949015063732
64722,62500,535,38.1,0.18691588785046728
64723,67143,825,45.7,0.2387878787878788
64724,39906,2031,38.6,0.17134416543574593
64725,59048,2289,37.2,0.16863259065093927
64726,58333,259,63.1,0.06563706563706563
64728,53667,569,48.3,0.06854130052724078
64730,40576,6646,40.9,0.17363827866385795
64733,50880,1252,38.4,0.19488817891373802
64734,84679,2123,41.5,0.1413094677343382
64735,45388,12954,44.7,0.161726107765941
64738,39493,1004,55.1,0.14641434262948208
64739,62448,939,43.9,0.1757188498402556
64740,37143,1720,53.4,0.10290697674418604
64741,33750,151,62.9,0.0
64742,59600,2355,40.2,0.14861995753715498
64743,41250,242,31.4,0.3181818181818182
64744,37632,8095,42.3,0.155775169857937
64745,120069,156,52.1,0.08333333333333333
64746,50893,1325,42.2,0.19245283018867926
64747,58172,3606,40.7,0.23405435385468662
64748,41600,1630,43.7,0.1950920245398773
64750,31528,552,28.4,0.21014492753623187
64752,53750,745,40.1,0.2040268456375839
64755,61087,2623,36.8,0.18375905451772778
64756,61016,689,52.1,0.14804063860667635
64759,42376,7859,39.8,0.17330449166560633
64761,51875,1271,43.9,0.15106215578284815
64762,44219,1551,41.3,0.07930367504835589
64763,37045,1467,56.7,0.14246762099522836
64765,-,28,31.5,0.17857142857142858
64767,52143,829,47.2,0.23281061519903498
64769,45000,690,38.6,0.06666666666666667
64770,55455,942,50.5,0.09660297239915075
64771,53750,364,50.5,0.10989010989010989
64772,42605,13406,40.2,0.17380277487692078
64776,40383,3880,47.8,0.12654639175257731
64778,54659,713,32.8,0.21458625525946703
64779,43869,2714,36.9,0.12527634487840825
64780,48875,492,42.4,0.12601626016260162
64781,38125,81,60.6,0.04938271604938271
64783,41538,842,41.5,0.15201900237529692
64784,42083,1312,37.7,0.17454268292682926
64788,48250,1706,42.2,0.152989449003517
64790,39091,869,47.6,0.09436133486766399
64801,43381,37001,38.2,0.21980487013864491
64804,54547,35676,38.2,0.19892925215831372
64830,55445,796,38.3,0.13316582914572864
64831,51681,6302,37.5,0.20088860679149476
64832,57596,652,47.4,0.17484662576687116
64833,31875,46,51,0.15217391304347827
64834,64390,10144,34,0.1534897476340694
64835,41488,2338,30.4,0.1958939264328486
64836,47173,23882,36.5,0.1946235658655054
64840,61518,2984,43.1,0.14544235924932977
64841,65455,533,31.5,0.29831144465290804
64842,47500,894,37.5,0.15212527964205816
64843,48454,3847,40.3,0.15986482973745775
64844,39709,4715,40.1,0.18642629904559915
64847,26932,466,41.5,0.19742489270386265
64848,45521,482,48.7,0.18672199170124482
64849,56667,161,40.7,0.15527950310559005
64850,47500,23688,35.6,0.20225430597771024
64854,32568,4143,29.7,0.2611634081583394
64855,69133,2566,35.8,0.20226032735775526
64856,40634,3937,47.2,0.09931419862839726
64857,53229,419,35.3,0.17422434367541767
64858,-,103,-,0.0
64859,41701,1391,38.7,0.1667864845434939
64861,37969,1112,35,0.13309352517985612
64862,46424,3892,42.3,0.15878725590955806
64863,45972,1787,33.3,0.15724678231673195
64865,45399,6256,36.8,0.19293478260869565
64866,48980,1040,45.2,0.23942307692307693
64867,48644,1198,45.8,0.1327212020033389
64870,51786,15278,35.3,0.20676790155779554
64873,51757,843,55,0.15302491103202848
64874,38000,629,53.2,0.1875993640699523
65001,54063,243,46.9,0.15637860082304528
65010,77649,6031,40.4,0.1316531255181562
65011,29521,2534,27.6,0.1408839779005525
65013,38606,2639,47.9,0.18188707843880259
65014,49653,2370,49.8,0.13670886075949368
65016,71957,1508,45.6,0.14787798408488065
65017,37679,926,50.8,0.09287257019438445
65018,61955,7514,40,0.17274421080649455
65020,54306,16229,49,0.1535522829502742
65023,73750,1672,42.2,0.13935406698564592
65024,55438,1183,39.2,0.22147083685545224
65025,45917,672,37.6,0.18601190476190477
65026,42479,11142,40.4,0.17546221504218273
65032,84778,1684,41.9,0.16923990498812352
65034,32550,1165,31.6,0.21030042918454936
65035,66422,2049,36.1,0.14690092728160078
65037,44706,4764,57.7,0.11418975650713686
65039,84803,2809,44.3,0.11320754716981132
65040,44167,1211,44.3,0.152766308835673
65041,57262,5429,48.9,0.15067231534352551
65043,61720,10427,38.6,0.19286467823918674
65046,70577,1410,38.1,0.17801418439716313
65047,61842,1415,37.8,0.11448763250883393
65048,-,126,43.1,0.2777777777777778
65049,60840,7172,49.3,0.160345789180145
65050,62321,905,21.3,0.22320441988950276
65051,53927,4845,38.1,0.19938080495356036
65052,63400,3817,53.6,0.15168980875032748
65053,80417,1682,42,0.15338882282996433
65054,64531,776,32.3,0.17525773195876287
65058,40400,886,46.2,0.12076749435665914
65059,43750,889,40.2,0.15748031496062992
65061,40729,759,43.8,0.07378129117259552
65062,-,56,22.4,0.42857142857142855
65063,78952,3936,35,0.21392276422764228
65064,58750,593,51.4,0.12478920741989882
65065,57500,6728,52,0.1117717003567182
65066,54899,5942,48.1,0.13530797711208348
65067,37457,445,39.3,0.1707865168539326
65068,60865,786,35.8,0.15903307888040713
65069,44688,590,32,0.25254237288135595
65072,52563,1568,51.9,0.0548469387755102
65074,64259,2872,42.3,0.19115598885793872
65075,65227,895,39.1,0.1888268156424581
65076,65000,780,42.5,0.13205128205128205
65077,52917,327,53.2,0.0
65078,36579,3814,43.8,0.11667540639748296
65079,48621,4043,60.3,0.08978481325748207
65080,53816,1219,38.4,0.05332239540607055
65081,44722,4337,39.3,0.21443394051187456
65082,59063,1179,45.4,0.13994910941475827
65083,53469,305,27.8,0.22295081967213115
65084,37625,6885,36.5,0.20798838053740015
65085,64777,1252,45.2,0.1645367412140575
65101,54908,30120,37.6,0.22599601593625498
65109,62082,39188,38.9,0.17566602021026845
65201,37755,47090,22.8,0.47581227436823104
65202,55162,47721,33.7,0.2677856708786488
65203,66160,57364,35.8,0.24222508890593403
65215,-,241,19.4,0.1991701244813278
65230,43988,633,50.5,0.2259083728278041
65231,54469,3182,41.3,0.1964173475801383
65232,35333,222,56,0.16666666666666666
65233,53011,12070,38.7,0.22866611433305717
65236,38295,1604,44.5,0.16084788029925187
65237,51250,939,37.5,0.1703940362087327
65239,55375,1376,40.3,0.15334302325581395
65240,58594,8624,41,0.18703617810760667
65243,50729,2540,39.7,0.16496062992125984
65244,44423,401,33.6,0.23940149625935161
65246,-,50,69,0.0
65247,36875,714,41.2,0.07142857142857142
65248,52990,4459,33.8,0.250056066382597
65250,50417,612,48.6,0.058823529411764705
65251,55582,21912,38.2,0.2299653158086893
65254,57542,1917,44.3,0.16118935837245696
65255,55404,4236,36.8,0.1560434372049103
65256,82604,1712,40.7,0.1816588785046729
65257,52941,1464,48.7,0.1359289617486339
65258,52500,498,43.5,0.1646586345381526
65259,60987,3257,38.7,0.1866748541602702
65260,65813,472,42.9,0.09322033898305085
65261,33889,845,52.2,0.15739644970414202
65262,51771,794,34.4,0.2128463476070529
65263,44245,1586,46.9,0.11916771752837327
65264,59667,692,47.5,0.1936416184971098
65265,43804,15053,40.3,0.1757789145020926
65270,44359,17122,38,0.20862048826071722
65274,44107,1885,38.4,0.1962864721485411
65275,44265,2585,47.3,0.17678916827852997
65276,47167,1527,43.5,0.17157825802226587
65278,37321,124,57.3,0.22580645161290322
65279,71875,1743,54.3,0.05220883534136546
65280,41563,326,54.5,0.1196319018404908
65281,43258,2604,45.4,0.1685867895545315
65282,-,98,70.3,0.0
65283,42453,548,63,0.023722627737226276
65284,63672,2029,41,0.19221291276490882
65285,80428,605,51.3,0.0
65286,61161,131,58.8,0.04580152671755725
65287,65385,315,59,0.07936507936507936
65301,44773,33881,37.8,0.2031226941353561
65305,51750,4112,22.3,0.5488813229571985
65320,65972,36,60.5,0.0
65321,51591,340,58.1,0.12352941176470589
65322,53438,569,40.3,0.19332161687170474
65323,51210,931,40.9,0.14178302900107412
65324,51538,1252,58.9,0.0742811501597444
65325,44808,3435,46.6,0.12605531295487626
65326,41875,2031,56.4,0.09699655342195962
65327,52778,219,54.5,0.1917808219178082
65329,110750,486,51.5,0.13580246913580246
65330,53750,452,45.6,0.11946902654867257
65332,51304,1542,41.2,0.14591439688715954
65333,47841,530,43.8,0.1320754716981132
65334,56364,1127,33.6,0.1543921916592724
65335,22083,140,49.6,0.12142857142857143
65336,57377,6060,28.7,0.28795379537953797
65337,44440,1885,32.5,0.18992042440318302
65338,41250,2889,49,0.14780200761509174
65339,54688,493,38.8,0.1724137931034483
65340,44759,15919,36.4,0.19925874740875682
65344,55694,246,38.2,0.13414634146341464
65345,50236,408,65.8,0.04656862745098039
65347,51000,636,56.1,0.11477987421383648
65348,46705,1375,36.6,0.168
65349,38026,2486,42.8,0.1834271922767498
65350,61000,2125,37.9,0.13647058823529412
65351,50000,2480,40.4,0.1431451612903226
65354,50489,440,48.8,0.17045454545454544
65355,38590,10292,57.8,0.11280606296152351
65360,43676,5261,36.4,0.18171450294620795
65401,43047,33162,31.4,0.2554731318979555
65436,72750,45,57.6,0.0
65438,30509,2957,41.9,0.16334122421373012
65439,56579,166,30.2,0.5240963855421686
65440,43984,502,29.9,0.2450199203187251
65441,52929,5613,45.2,0.1553536433279886
65443,90000,117,51.2,0.1282051282051282
65444,38784,1148,45.9,0.14982578397212543
65446,69073,333,31.6,0.37537537537537535
65449,-,301,49.2,0.0
65452,45286,2906,32.9,0.2598072952512044
65453,39113,8560,40.7,0.1411214953271028
65456,47778,958,28,0.31941544885177453
65457,125972,103,57.6,0.21359223300970873
65459,49757,6727,39.7,0.16381745205886725
65461,48750,88,65.5,0.125
65462,42098,1576,43.9,0.10152284263959391
65463,66330,1098,37.7,0.16393442622950818
65464,32673,1224,52.1,0.08660130718954248
65466,35260,1854,46,0.13700107874865156
65468,-,83,-,0.0
65470,45417,1034,39,0.23597678916827852
65473,51364,16026,20.8,0.4602520903531761
65479,29219,152,63.5,0.0
65483,31145,4449,44.5,0.1721735221398067
65484,-,35,-,0.0
65486,49792,3790,36.3,0.19102902374670186
65501,-,123,68,0.0
65529,71375,244,37.9,0.0
65534,57000,861,42.1,0.10685249709639953
65535,46021,1591,31.8,0.2023884349465745
65536,46709,29238,39.8,0.17952664340926192
65541,-,271,50.8,0.12177121771217712
65542,36685,6121,41.7,0.21532429341610848
65543,58750,167,67.7,0.0
65548,33785,5650,44.2,0.14300884955752213
65550,36386,2788,47.4,0.15064562410329985
65552,54833,2168,39.6,0.15867158671586715
65555,38854,1274,38.5,0.1946624803767661
65556,40884,5883,43,0.1716811150773415
65557,-,108,58.6,0.0
65559,52689,8634,43.3,0.18554551772063932
65560,41773,14443,43.8,0.15107664612615107
65564,76786,133,28.3,0.45112781954887216
65565,41089,4947,50.1,0.148777036587831
65566,46813,862,34.8,0.21809744779582366
65567,39457,1460,53.9,0.03493150684931507
65570,34219,597,51.5,0.24958123953098826
65571,22152,1770,51.8,0.12994350282485875
65580,57266,581,54.6,0.08777969018932874
65582,46477,2440,48.6,0.11147540983606558
65583,62033,12266,36.2,0.2510190771237567
65584,57560,11449,30.2,0.29889073281509304
65586,-,88,-,0.0
65588,31513,2607,45.5,0.19984656693517452
65589,15682,72,65.7,0.0
65590,41610,1157,55.9,0.03457216940363008
65591,45074,1814,40.9,0.2298787210584344
65601,44783,530,55,0.09433962264150944
65603,56250,198,49.3,0.09090909090909091
65604,53212,3366,47.7,0.12299465240641712
65605,44107,12590,43.5,0.18093725178713266
65606,33646,3338,45.8,0.10185739964050329
65608,41089,8927,46.6,0.14338523580150106
65609,30288,713,47.2,0.1458625525946704
65610,59538,4901,45.4,0.13711487451540502
65611,39147,2193,58.3,0.09575923392612859
65612,60368,1052,53.1,0.10266159695817491
65613,44192,18120,34.3,0.21754966887417218
65614,57222,561,40.1,0.1657754010695187
65616,50125,27706,41.1,0.19154695733776078
65617,54286,1308,43.3,0.15825688073394495
65618,-,220,37.4,0.41818181818181815
65619,61296,7400,38.8,0.12905405405405404
65620,62969,194,45.5,0.13917525773195877
65622,39591,8182,46.4,0.15851869958445367
65623,-,15,46.4,0.0
65624,41420,1505,52.1,0.26179401993355483
65625,40700,8920,37.3,0.15201793721973095
65626,39185,1716,47,0.11655011655011654
65627,36364,434,60.7,0.08064516129032258
65629,39500,663,44,0.1478129713423831
65630,99375,256,62.5,0.015625
65631,56938,5965,34,0.17669740150880134
65632,46161,2545,44.5,0.09901768172888016
65633,46625,4096,39.5,0.157470703125
65634,27303,530,60,0.19245283018867926
65635,66964,550,45.5,0.25272727272727274
65637,35893,1296,43.3,0.07330246913580248
65638,38182,509,58.6,0.13555992141453832
65640,50417,692,42.1,0.17341040462427745
65641,50664,932,59.6,0.055793991416309016
65644,56250,2218,39.8,0.13615870153291254
65646,44688,1655,50.3,0.11057401812688822
65647,48063,2210,45,0.14796380090497738
65648,58717,6419,39.7,0.17121046892039257
65649,38432,1565,58.4,0.07795527156549521
65650,41464,1781,35.7,0.14261650758001124
65652,48032,4247,39.6,0.18012714857546502
65653,39232,5945,49,0.19814970563498738
65654,40417,178,43,0.16292134831460675
65655,24911,2738,52.5,0.10555149744338933
65656,42433,4924,50.7,0.11169780666125101
65657,61875,111,44.5,0.26126126126126126
65658,50750,1223,62.5,0.03761242845461979
65660,38668,186,59.7,0.17204301075268819
65661,31563,2641,46.4,0.16130253691783417
65662,32841,1174,49,0.10136286201022146
65663,45109,2756,36.9,0.13570391872278664
65664,16250,153,31.8,0.05228758169934641
65667,35389,3122,40,0.11979500320307496
65668,39831,1784,57.1,0.10201793721973094
65669,66992,2614,45.4,0.20122417750573834
65672,46284,9622,39.6,0.18904593639575973
65674,39355,2860,42.4,0.15734265734265734
65676,39420,400,60.2,0.1025
65679,47734,2479,42.1,0.14239612747075434
65680,32061,1063,60.2,0.05644402634054563
65681,50534,1843,55.1,0.12208355941399891
65682,46587,2007,40.3,0.1469855505729945
65685,32604,876,41.7,0.1095890410958904
65686,62704,5211,59.9,0.06716561120706198
65689,33871,5176,44.8,0.11263523956723338
65690,-,188,53.9,0.05319148936170213
65692,36139,1422,44.7,0.14767932489451477
65702,36875,309,33.9,0.20388349514563106
65704,38542,3400,43.2,0.17
65705,46609,3991,38.4,0.20796792783763468
65706,53398,16162,36.9,0.185373097388937
65707,48625,2230,45.4,0.10224215246636771
65708,46556,13773,35.9,0.16387134248166704
65710,65024,1181,43.5,0.2252328535139712
65711,35634,9888,43.1,0.15260922330097088
65712,46670,8675,43.3,0.15919308357348702
65713,47500,2821,41.3,0.14073023750443106
65714,62650,32932,37.9,0.18082715899429128
65715,-,38,79.1,0.0
65717,39827,2750,33.5,0.19527272727272726
65720,31250,979,46.7,0.12870275791624106
65721,60685,31876,36.4,0.1914606600577237
65722,50729,1535,39.8,0.098371335504886
65723,47768,3211,39.3,0.12986608533167238
65724,29086,1311,64.4,0.09839816933638444
65725,52094,3056,39.2,0.13383507853403143
65727,60117,177,67.4,0.0
65729,44737,279,55.1,0.06451612903225806
65731,56336,317,48.9,0.06624605678233439
65732,36161,1073,33.1,0.13886300093196646
65733,28750,694,60.3,0.1138328530259366
65734,51042,3206,42.7,0.2014971927635683
65735,-,76,49.6,0.4342105263157895
65737,48667,8404,52.3,0.15528319847691577
65738,56108,19253,34.1,0.22490001558198722
65739,53895,1010,54.4,0.0801980198019802
65740,37723,3416,36.2,0.1917447306791569
65742,62197,13264,40.5,0.17272316043425814
65744,53750,77,38.8,0.12987012987012986
65745,30743,2874,40.8,0.15066109951287404
65746,42313,8359,28.8,0.1545639430553894
65747,40878,3150,62.4,0.08984126984126985
65752,41741,321,56.5,0.037383177570093455
65753,49923,4984,40.1,0.18097913322632425
65754,64531,606,54,0.08415841584158416
65755,45682,620,63.5,0.01129032258064516
65756,65179,598,33.7,0.13879598662207357
65757,64116,7022,44.6,0.14312161777271432
65759,41648,1407,40.5,0.14498933901918976
65760,45135,596,57,0.20134228187919462
65761,24904,1168,64.5,0.06335616438356165
65762,31875,457,41.7,0.12035010940919037
65764,35083,1476,36.1,0.1524390243902439
65766,61500,88,52.5,0.06818181818181818
65767,43276,1675,54.9,0.07402985074626865
65768,28139,637,40.4,0.12872841444270017
65769,41098,2514,34.5,0.19252187748607796
65770,58385,3345,37.6,0.21674140508221226
65771,-,1455,45.3,0.10859106529209622
65772,34152,1904,34.2,0.19957983193277312
65773,53313,717,44.2,0.18410041841004185
65774,32500,1265,36.4,0.1683794466403162
65775,39904,24860,39.2,0.19444891391794047
65777,-,356,53.4,0.0449438202247191
65778,46071,462,52.5,0.07792207792207792
65779,30219,1789,61.4,0.048071548351034096
65781,68153,8745,38.3,0.1399656946826758
65783,38203,146,45.3,0.1095890410958904
65784,-,13,38.1,0.0
65785,39581,5087,50.1,0.1269903676036957
65786,41757,2242,42.2,0.1400535236396075
65787,48977,1325,56.9,0.1109433962264151
65788,33938,355,45.3,0.1323943661971831
65789,39009,2097,36,0.16070577014783025
65790,26012,806,56.1,0.13647642679900746
65791,36523,4735,37.8,0.16642027455121436
65793,36838,5897,43.6,0.1670340851280312
65802,39044,47378,31.8,0.2788002870530626
65803,37255,41316,37.3,0.22732113466937748
65804,49351,37461,39.9,0.24366674674995328
65806,19457,12438,25.9,0.4520823283486091
65807,42321,58103,31.1,0.33407913532864053
65809,100378,11890,46,0.09789739276703112
65810,71557,22652,44.3,0.1595885573017835
59001,58482,1558,55.8,0.14249037227214378
59002,37917,127,40.6,0.2047244094488189
59003,46838,1359,27.2,0.2509197939661516
59006,44750,1461,29.4,0.21765913757700206
59007,105625,172,43,0.0
59008,57500,512,56,0.091796875
59010,85060,167,60.8,0.005988023952095809
59011,49754,3120,51.4,0.15352564102564104
