PostalCode,Median_Income,Population,Median_age,Keydemo_per
99547,48750,43,25.1,0.32558139534883723
99548,34063,49,50.5,0.1836734693877551
99549,46875,88,28.2,0.38636363636363635
99550,51250,178,53.1,0.2247191011235955
99551,35625,573,26.3,0.2111692844677138
99552,48750,381,23.6,0.16535433070866143
99553,48125,731,42.3,0.307797537619699
99554,37500,813,20.5,0.2177121771217712
99555,56250,179,33.9,0.2011173184357542
99556,56415,2599,46.2,0.16467872258560984
99557,48125,700,33.5,0.20714285714285716
99558,41250,105,31.4,0.17142857142857143
99559,74828,7857,28.4,0.24398625429553264
99561,52083,483,24,0.2670807453416149
99563,40625,1037,28.4,0.20925747348119575
99564,43750,57,30.5,0.3157894736842105
99565,85417,69,37.5,0.2028985507246377
99566,-,61,35.6,0.21311475409836064
99567,105921,8843,36.4,0.1891891891891892
99568,42422,365,53.2,0.14520547945205478
99569,16875,44,27,0.22727272727272727
99571,82708,142,51.5,0.20422535211267606
99572,69242,488,34.6,0.17827868852459017
99573,48462,527,38.9,0.12903225806451613
99574,93365,2903,37,0.2728212194281778
99575,26250,75,33.5,0.24
99576,73452,2499,30.6,0.23129251700680273
99577,112912,28462,32.3,0.23951233223245028
99578,46071,549,24.4,0.24225865209471767
99579,63125,58,52.3,0.0
99580,33000,78,49.5,0.23076923076923078
99581,39250,866,25.6,0.23094688221709006
99583,54250,56,41.8,0.03571428571428571
99585,28393,261,23.8,0.2567049808429119
99586,-,332,46.5,0.11746987951807229
99587,85898,1742,32.8,0.291044776119403
99588,69904,906,30.5,0.16997792494481237
99589,37500,182,26,0.25824175824175827
99590,27500,183,27.3,0.21311475409836064
99591,63750,76,39,0.2894736842105263
99602,31250,220,33,0.22727272727272727
99603,65175,10597,41.3,0.18873266018684534
99604,36250,1141,23.7,0.2112182296231376
99605,128438,102,49,0.11764705882352941
99606,40781,366,31.4,0.273224043715847
99607,38958,236,27.2,0.22033898305084745
99609,42500,543,23.6,0.21731123388581952
99610,74063,2101,45,0.12613041408852926
99611,59801,15366,38.9,0.17070154887413772
99612,73229,1147,41,0.2048823016564952
99613,87500,439,37.2,0.1845102505694761
99614,38036,511,26.5,0.18590998043052837
99615,88482,12839,33.7,0.2342082716722486
99620,33438,853,22.4,0.24150058616647127
99621,41250,613,25.5,0.25774877650897227
99622,54000,399,24.9,0.15538847117794485
99624,83125,42,41.5,0.2619047619047619
99625,23438,67,41.5,0.14925373134328357
99626,33333,270,23,0.18888888888888888
99627,47917,379,28.4,0.19788918205804748
99628,40938,733,30.6,0.2646657571623465
99630,28958,248,38,0.18951612903225806
99631,78382,331,26.9,0.32326283987915405
99632,34167,784,28.5,0.2844387755102041
99633,76250,468,45.5,0.13675213675213677
99634,25341,400,27.8,0.2225
99636,39643,546,27.2,0.18315018315018314
99637,41875,546,27.8,0.22344322344322345
99638,32083,21,39.5,0.19047619047619047
99639,55000,1111,52.9,0.13681368136813682
99640,38750,138,34,0.34057971014492755
99641,38036,990,25.8,0.21818181818181817
99643,36250,231,32.3,0.21645021645021645
99644,35000,161,53.1,0.19254658385093168
99645,80574,30540,34.5,0.20923379174852652
99647,53750,31,34.9,0.45161290322580644
99648,30625,97,36.3,0.21649484536082475
99649,43125,110,27,0.41818181818181815
99650,31875,573,22.6,0.23909249563699825
99651,-,13,52.3,0.15384615384615385
99652,53209,3079,44.4,0.17765508281909712
99653,87500,134,20.5,0.11940298507462686
99654,79706,64062,34.3,0.21081140145484062
99655,36750,876,29.9,0.3230593607305936
99656,79167,23,42.3,0.13043478260869565
99657,35625,257,22.4,0.2723735408560311
99658,43889,902,25.4,0.22505543237250555
99659,43438,427,18.9,0.2154566744730679
99660,59063,395,42.8,0.1848101265822785
99661,67500,1309,42.5,0.1925133689839572
99662,29792,605,18.3,0.23636363636363636
99663,70833,365,54.3,0.09041095890410959
99664,62750,4309,38.5,0.21025760037131586
99665,-,61,29.8,0.2786885245901639
99666,31250,158,21.8,0.23417721518987342
99667,-,83,60.9,0.0
99668,41250,94,25.5,0.26595744680851063
99669,75388,17014,38.9,0.18584694957094158
99670,-,46,54.5,0.15217391304347827
99671,41875,615,24,0.21788617886178863
99672,80357,3190,51.8,0.17398119122257052
99674,45880,1401,48.1,0.1334760885082084
99676,62778,1721,38.7,0.08715862870424172
99677,65000,73,29.6,0.3561643835616438
99678,38750,882,26,0.1984126984126984
99679,28571,319,29.6,0.15987460815047022
99680,36528,675,20,0.18962962962962962
99681,32500,401,23.6,0.2518703241895262
99682,38000,526,38.5,0.15779467680608364
99683,44500,416,52.3,0.10817307692307693
99684,66250,713,40.9,0.21037868162692847
99685,95652,4505,39,0.251276359600444
99686,85064,3869,43.2,0.2070302403721892
99688,49323,2541,46.5,0.13970877607241244
99689,71607,649,36.9,0.22342064714946072
99690,48438,175,28.3,0.18857142857142858
99691,37500,143,32.8,0.3706293706293706
99692,76607,219,29.9,0.365296803652968
99693,59000,318,38.1,0.20440251572327045
99694,54205,1495,41.1,0.1531772575250836
99701,59955,17258,32.3,0.30733572835786305
99702,69292,3267,23.9,0.4964799510254056
99703,55503,9117,22.5,0.5238565317538664
99704,-,52,22.6,0.75
99705,80875,23131,30.5,0.26544464139034196
99706,-,7,1.9,0.0
99709,87055,29288,35.1,0.2643744878448511
99712,88502,14837,39.7,0.16876727101166003
99714,63826,1160,36.6,0.2706896551724138
99720,22361,226,28,0.3230088495575221
99721,58438,249,19.8,0.18473895582329317
99722,37500,185,24.8,0.21621621621621623
99723,86413,4457,28.4,0.2353601076957595
99724,-,70,34.5,0.22857142857142856
99726,-,95,37.6,0.042105263157894736
99727,42500,675,21.9,0.25925925925925924
99729,60536,199,49.1,0.10552763819095477
99730,-,44,65.4,0.022727272727272728
99732,-,12,-,0.0
99733,33750,64,26.5,0.203125
99734,-,1314,47.4,0.23059360730593606
99736,42500,143,26.1,0.34265734265734266
99737,76853,4597,35.1,0.19186425929954318
99738,38750,138,57.3,0.057971014492753624
99739,57083,268,23.2,0.21641791044776118
99740,32708,561,36.3,0.13903743315508021
99741,72188,495,32.1,0.24444444444444444
99742,41500,591,25.9,0.22842639593908629
99743,86250,990,42.4,0.18888888888888888
99744,106875,120,44.5,0.1
99745,28750,72,50.3,0.20833333333333334
99746,39722,369,25.7,0.13550135501355012
99747,63333,178,26.5,0.25842696629213485
99748,33500,180,45.8,0.21666666666666667
99749,45313,320,23.3,0.175
99750,53750,683,26.4,0.2972181551976574
99751,55000,140,16,0.16428571428571428
99752,81188,3372,31.7,0.2147093712930012
99753,36563,291,24.3,0.2542955326460481
99754,18125,58,52.5,0.22413793103448276
99755,54792,883,39.7,0.3635334088335221
99756,63750,45,55.5,0.13333333333333333
99757,-,23,64.5,0.0
99758,35938,177,28.9,0.20903954802259886
99759,59167,227,21.1,0.2775330396475771
99760,56607,504,46.2,0.13293650793650794
99761,46250,415,26.7,0.26265060240963856
99762,83005,4346,31.3,0.23124712379199264
99763,43750,623,25.9,0.22792937399678972
99764,64375,459,24.4,0.1328976034858388
99765,46500,236,37.5,0.23728813559322035
99766,62813,636,27.5,0.19654088050314467
99767,51250,57,14.3,0.10526315789473684
99768,28750,185,23.9,0.13513513513513514
99769,45750,975,22.8,0.23282051282051283
99770,31250,792,22.8,0.21843434343434343
99771,54583,302,27,0.24172185430463577
99772,38125,498,27.3,0.1746987951807229
99773,44167,292,27,0.2226027397260274
99774,-,15,52.3,0.4
99775,45423,1180,21.3,0.5296610169491526
99776,41250,153,38.8,0.1830065359477124
99777,40313,214,44.2,0.19626168224299065
99778,27500,238,23.5,0.31932773109243695
99780,62685,1776,41.4,0.17286036036036037
99781,-,125,42.1,0.112
99782,62292,494,30.4,0.20040485829959515
99783,31250,184,27,0.21739130434782608
99784,53750,156,31.8,0.2692307692307692
99785,40000,384,24.2,0.21614583333333334
99786,46250,260,29.5,0.3153846153846154
99788,21875,109,39.4,0.23853211009174313
99789,75000,496,25.8,0.2701612903225806
99790,-,20,59.3,0.0
99791,86250,162,22.8,0.2716049382716049
99801,89436,29968,38.1,0.2118926855312333
99820,36250,510,48.7,0.11764705882352941
99824,76250,2259,38.1,0.23638778220451528
99825,64125,67,48.3,0.14925373134328357
99826,73182,454,54.8,0.15198237885462554
99827,57664,2590,44.8,0.11196911196911197
99829,59375,808,44,0.18811881188118812
99830,55417,585,37.9,0.20512820512820512
99832,72000,91,59.3,0.15384615384615385
99833,69948,3257,42.8,0.210316241940436
99835,73682,8640,39.5,0.1954861111111111
99836,68594,88,38.8,0.09090909090909091
99840,73906,1107,40.4,0.23757904245709124
99841,55536,137,55.9,0.0
99901,72728,13822,39.7,0.19714947185646073
99918,41250,213,58.3,0.04225352112676056
99919,47946,605,54.2,0.11735537190082644
99921,52188,1976,41.5,0.1700404858299595
99922,33750,342,38.3,0.14035087719298245
99923,-,14,-,0.0
99925,62917,908,45.2,0.17290748898678415
99926,56188,1654,34.7,0.20314389359129384
99929,53894,2502,49.4,0.14068745003996802
85003,44140,8499,38.9,0.26661960230615367
85004,41951,7164,28.7,0.39182021217197094
85006,38121,27206,30.9,0.2705285598764978
85007,34667,14428,32.9,0.25783199334627116
85008,43574,62340,29.7,0.3141963426371511
85009,32893,51711,28.7,0.26446984200653634
85012,70228,7492,41,0.19607581420181527
85013,56402,21028,38.7,0.24928666539851627
85014,53551,27623,36.1,0.2677478912500453
85015,38019,41895,30.8,0.2569041651748419
85016,60085,35930,38,0.27063735040356246
85017,35951,42656,26.5,0.23830176294073518
85018,66952,38473,37.7,0.2243131546799054
85019,39462,27813,28.7,0.2107647502966239
85020,57866,35361,42.4,0.18789061395322532
85021,44511,43378,34.5,0.22617455853197474
85022,57118,51920,38.3,0.25535439137134053
85023,56564,34268,35.2,0.23613867164701763
85024,76711,24834,35.4,0.24273173874526857
85027,58877,37873,36.4,0.2542180445172022
85028,92357,19334,48.2,0.11203061963380573
85029,48547,47080,35.1,0.2427357689039932
85031,40584,33886,28.3,0.2259045033347105
85032,57570,73203,37.3,0.23411608813846427
85033,42603,64832,26.2,0.24565029615004935
85034,30130,5045,27.9,0.29217046580773043
85035,45528,59660,26.4,0.2670968823332216
85037,58694,54817,28.1,0.24278964554791396
85040,41418,35204,29.1,0.23025792523576866
85041,54546,62152,30.7,0.22472325910670615
85042,60644,47957,32.6,0.24549075213211835
85043,52418,38704,27.6,0.2437474162877222
85044,76573,41746,37.7,0.2220811574761654
85045,141127,7008,44.4,0.134560502283105
85048,104063,35765,39.4,0.1692436739829442
85050,94450,32039,39,0.14778863260401387
85051,43942,45313,33.5,0.22377684108313287
85053,55865,30608,36.2,0.24124411918452693
85054,86951,7785,37.2,0.3663455362877328
85083,120174,19923,39.8,0.10128996637052652
85085,96003,23700,35.7,0.21476793248945147
85086,101856,42179,44.4,0.11873207046160411
85087,72181,7991,47.3,0.1167563508947566
85118,70133,13091,65.2,0.061110686731342144
85119,55579,24255,55.9,0.12570603999175428
85120,42993,31842,53.7,0.13566986998304126
85121,13095,1499,28.1,0.33088725817211473
85122,51665,58724,36.3,0.20393706150807167
85123,40348,11265,38.7,0.18535286284953395
85128,49142,17053,33.5,0.21603236967102563
85131,40063,20055,36.1,0.3238593866866118
85132,55348,39903,37.1,0.27431521439490764
85135,36500,490,46,0.09591836734693877
85137,55625,2535,39.6,0.2272189349112426
85138,76009,38446,35.9,0.18428445091817094
85139,57438,17939,35.2,0.1959975472434361
85140,71969,47244,33.1,0.18190669714672764
85141,38846,430,50.4,0.1813953488372093
85142,92012,71423,35.2,0.15394200747658318
85143,63897,39153,35.8,0.16394656858989093
85145,73526,4203,27.4,0.17939566975969545
85147,17963,3644,32.5,0.3287596048298573
85172,55096,1991,24.3,0.1878453038674033
85173,33246,3098,50,0.18624919302775986
85192,54259,2616,47.7,0.0764525993883792
85193,45950,6142,34.5,0.23005535656138065
85194,58627,7948,54.2,0.14141922496225465
85201,41795,54110,31.2,0.2884864165588616
85202,51232,40364,31,0.30450401347735606
85203,54919,39797,32.4,0.22883634444807396
85204,53061,67924,32,0.24681997526647428
85205,55699,43135,49.3,0.15942969746145821
85206,51993,37230,45,0.1967767929089444
85207,71497,49863,43.5,0.1467621282313539
85208,53016,37109,46.8,0.14004688889487726
85209,63568,41407,42.3,0.1798971188446398
85210,43572,41073,30.7,0.28775594672899474
85212,101788,37204,33.7,0.17697021825610149
85213,70452,36916,37.7,0.17610250297973778
85215,73488,16471,55.9,0.1067330459595653
85224,73890,43834,35.4,0.24330428434548523
85225,62155,70356,34,0.25117971459434874
85226,85705,39157,37,0.21347396378680697
85233,88092,35640,35.6,0.2212682379349046
85234,85692,49056,34.8,0.19767204827136334
85248,76457,35040,58,0.09178082191780822
85249,114586,39618,42.1,0.09503256095714069
85250,80157,17688,47.5,0.2231456354590683
85251,64470,41102,37.7,0.29558172351710377
85253,163750,18811,53.2,0.1271596406357982
85254,94630,47185,44.1,0.15494330825474198
85255,133044,43956,50.7,0.08346983346983347
85256,36340,6173,30,0.21286246557589503
85257,62584,33392,36,0.3368471490177288
85258,86148,25755,54.3,0.1283245971655989
85259,112979,23364,50.1,0.12767505564115733
85260,86746,39861,45.8,0.17578585584907555
85262,122273,11872,61.2,0.05163409703504043
85263,103828,2907,69.8,0.01410388716890265
85264,64779,1345,42,0.14944237918215614
85266,145000,13253,60.3,0.03750094318267562
85268,85344,25022,59.4,0.0708576452721605
85281,38264,66833,24.6,0.5277482680711625
85282,59339,55664,32.4,0.3449446680080483
85283,65527,51495,33.7,0.30566074376153024
85284,122583,19909,41.5,0.18202822843939925
85286,106084,44885,34.1,0.20445583156956668
85295,97472,47791,31.6,0.21849302169864618
85296,96539,44564,33.9,0.18698949824970829
85297,105064,33868,30.9,0.16286760363765207
85298,112656,31593,39,0.1262937992593296
85301,33497,68579,29.8,0.21798218113416643
85302,47358,40186,35.8,0.2294829044941024
85303,58433,35142,30.2,0.22958283535370783
85304,66546,28113,39.1,0.19791555508127912
85305,76690,13370,34.5,0.2299925205684368
85306,65614,25520,36.9,0.24212382445141065
85307,58380,11108,30.1,0.28051854519265396
85308,78948,66706,40.6,0.2111804035618985
85309,-,678,20.5,0.6415929203539823
85310,103578,20267,41.5,0.1427443627571915
85320,33229,1207,36.9,0.23446561723280862
85321,36000,4009,42.9,0.1698677974557246
85322,38063,670,39.9,0.2373134328358209
85323,53717,43968,29.9,0.23842339883551675
85324,37410,2825,59.3,0.0831858407079646
85325,49375,1288,72.1,0.006987577639751553
85326,63060,63317,32.8,0.22827992482271744
85328,38824,367,49.1,0.17438692098092642
85331,106401,30727,48.8,0.10241806879942722
85332,42370,1747,64.2,0.12421293646250715
85333,46103,565,42.6,0.1415929203539823
85334,35469,1160,44.5,0.21810344827586206
85335,58216,35333,30.8,0.24246455155237315
85336,44271,510,39.1,0.19411764705882353
85337,31090,2626,29.2,0.2303884234577304
85338,78397,50122,35.9,0.17926259925781093
85339,76170,47958,31.1,0.20809875307560782
85340,93374,35316,37.9,0.16434477290746405
85342,45530,1637,59.4,0.031154551007941355
85343,67750,205,32.5,0.36097560975609755
85344,40580,10495,41.1,0.18313482610767032
85345,53383,57351,35.2,0.22531429268888076
85346,21810,4248,69.8,0.05649717514124294
85347,31406,608,32.6,0.1924342105263158
85348,41154,2537,73,0.03823413480488766
85349,37343,31488,29,0.24059959349593496
85350,38416,22593,30.1,0.25286593192581774
85351,39779,28528,73.1,0.019699943914750422
85352,31652,500,27.8,0.302
85353,70543,42801,28.6,0.2687787668512418
85354,62833,7719,38.1,0.19704624951418578
85355,91533,12998,35.3,0.16894906908755192
85356,48578,5191,49.3,0.16798304758235408
85357,26080,408,60.8,0.01715686274509804
85360,53750,128,44.7,0.1640625
85361,62250,6368,43,0.166928391959799
85362,40893,739,65,0.005412719891745603
85363,40781,6802,38.3,0.17906498088797412
85364,43314,74333,32.2,0.23957058103399567
85365,53131,50865,35.4,0.22498771257249583
85367,49112,22897,64.4,0.12451412848844827
85371,-,290,24.6,0.3310344827586207
85373,54958,19360,64.3,0.08827479338842975
85374,58127,48430,54.2,0.13388395622548008
85375,54535,29452,74,0.02434469645524922
85377,77500,3333,66.3,0.0027002700270027003
85379,80758,47663,34.3,0.19153221576484905
85381,77068,24997,42.5,0.20258431011721406
85382,72756,38890,43.6,0.1605811262535356
85383,114830,55327,38.2,0.14660111699531875
85387,71449,10512,64.1,0.12851978691019786
85388,80906,30817,33.9,0.14761333030470195
85390,50009,9314,62.1,0.13227399613485077
85392,68663,39054,32.5,0.2413325139550366
85395,90017,30491,43.2,0.15286477977107998
85396,89919,20905,40.5,0.11839272901219804
85501,46944,12805,44.7,0.19101913315111285
85530,30625,1771,27.3,0.2648221343873518
85531,76354,323,40,0.14241486068111456
85533,49713,3361,35.4,0.1835763165724487
85534,49976,2753,42.7,0.1340355975299673
85536,60694,440,51.7,0.15227272727272728
85539,45206,4424,44.8,0.20411392405063292
85540,72934,3380,30.1,0.2636094674556213
85541,46401,21661,58.5,0.10728959881815243
85542,37552,3700,24,0.2145945945945946
85543,43895,3552,32.8,0.16722972972972974
85544,53456,2763,64.7,0.08034744842562432
85545,24034,540,63.9,0.03888888888888889
85546,50865,20610,34.9,0.23648714216399805
85550,33051,5239,26.3,0.22924222179805306
85551,70662,447,40.7,0.21700223713646533
85552,59650,6671,30.1,0.18333083495727778
85553,40373,1791,64.6,0.11836962590731435
85554,32375,581,58.3,0.04475043029259897
85601,30977,723,65.2,0.09405255878284924
85602,40154,9051,54.7,0.1096011490443045
85603,35268,6887,51.9,0.12850297662262233
85605,27011,540,44.8,0.1962962962962963
85606,41429,1067,58.1,0.08903467666354264
85607,36218,15419,32,0.22057202153187624
85608,-,4671,34.7,0.4911153928494969
85609,131616,340,53.6,0.0
85610,41422,1071,52.5,0.12511671335200747
85611,64773,1032,58.9,0.023255813953488372
85613,73125,5309,22.8,0.45658316067055943
85614,51449,23777,70.7,0.05669344324347058
85615,71473,9391,49.5,0.13608774358428283
85616,45093,5341,48.3,0.13948698745553267
85617,30217,1128,60.4,0.0549645390070922
85618,37331,1787,50,0.13933967543368775
85619,35278,41,60.8,0.0
85620,37563,751,41.1,0.13981358189081225
85621,30196,22074,35.6,0.16761801214098035
85622,61774,6142,72.8,0.011722565939433409
85623,60753,5190,62.6,0.12023121387283237
85624,39013,1289,51.1,0.11636927851047324
85625,40823,2141,60.4,0.08453993460999533
85626,31875,1077,29.7,0.22376973073351902
85627,47188,1350,39.3,0.13185185185185186
85629,82334,25770,35.2,0.17679472254559567
85630,38507,1757,58.3,0.12919749573136027
85631,42105,3718,46.9,0.16460462614308768
85632,43393,788,52.8,0.13071065989847716
85633,-,41,28.7,0.34146341463414637
85634,26389,6569,28.3,0.23169432181458366
85635,51861,33947,38.9,0.20428903879576987
85637,63472,1250,63.1,0.06
85638,39632,1783,59.1,0.0891755468311834
85640,-,174,71.6,0.0
85641,91317,27078,38.7,0.15322401949922446
85643,44850,8913,35.6,0.239088971165713
85645,44951,2480,44.7,0.19314516129032258
85646,66316,1404,64.7,0.08404558404558404
85648,51365,19681,33.4,0.2006503734566333
85650,70625,15515,51.7,0.08121173058330648
85653,68507,19244,34.4,0.1857721887341509
